,LP2_c1_surpass_rade,LP2_makespan,LP2_makespan_c1,LP2_makespan_c2,LP2_workload_rade,LP3_c1_surpass_rade,LP3_makespan,LP3_makespan_c1,LP3_makespan_c2,LP3_workload_rade,LP4_c1_surpass_rade,LP4_makespan,LP4_makespan_c1,LP4_makespan_c2,LP4_workload_rade,LP5_c1_surpass_rade,LP5_makespan,LP5_makespan_c1,LP5_makespan_c2,LP5_workload_rade,LP6_c1_surpass_rade,LP6_makespan,LP6_makespan_c1,LP6_makespan_c2,LP6_workload_rade,LP7_c1_surpass_rade,LP7_makespan,LP7_makespan_c1,LP7_makespan_c2,LP7_workload_rade,NP_c1_surpass_rade,NP_makespan_c1,NP_makespan_c2,NP_workload_rade,P_c1_surpass_rade,P_makespan,P_makespan_c1,P_makespan_c2,P_workload_rade
new_505,2.290909194,1187702,705746,1187702,98.59253678,2.290909194,1187702,705746,1187702,98.61880819,0,1154930,689578,1154930,99.38604346,0,1154930,689578,1154930,99.38604346,0,1154930,689578,1154930,99.38604346,0,1154930,689578,1154930,99.38604346,16.89848904,829802,1195482,99.66398885,0,1154930,689578,1154930,99.38604346
new_293,0,935622,674058,935622,98.62369973,2.850809555,935622,693838,935622,99.50947761,0,930230,674058,930230,99.32105992,0,930230,674058,930230,99.32105992,0,930230,674058,930230,99.32105992,0,930230,674058,930230,99.32105992,6.142278291,718170,908539,99.59065776,0,930230,674058,930230,99.32105992
new_134,0,857627,674058,857627,93.55431544,2.850809555,861618,693838,861618,98.36014002,0,956562,674058,956562,93.25609835,0,947178,674058,947178,96.48288468,0,930230,674058,930230,97.15183923,0,896010,674058,896010,97.13051057,1.132333399,681778,857626,98.03311781,0,918010,674058,918010,93.89528078
new_515,1.132333399,1138754,681778,1138754,98.69001324,2.850809555,1136382,693838,1136382,98.87849908,0,1003770,674058,1003770,99.42738931,0,1133034,674058,1133034,98.80038404,0,1116603,674058,1116603,99.63851079,0,1116603,674058,1116603,99.63851079,3.406560337,697830,1086194,99.23593072,0,1116603,674058,1116603,99.63851079
new_162,0,1160734,674058,1160734,91.09963654,2.903986932,1213791,694218,1213791,92.65237863,0,1041346,674058,1041346,93.98625417,0,1152286,674058,1152286,94.34773565,0,1150286,674058,1150286,97.20215654,0,1150286,674058,1150286,97.89279384,3.406560337,697830,1112346,96.01562119,0,1108898,674058,1108898,96.58880287
new_247,0,729282,535602,729282,98.12021781,2.969597496,729282,551994,729282,98.99571491,0,729282,535602,729282,98.12021781,0,729282,535602,729282,98.12021781,0,729282,535602,729282,98.12021781,0,729282,535602,729282,98.12021781,4.916082898,563294,762990,99.76497306,0,729282,535602,729282,98.12021781
new_54,2.215657851,743762,547738,743762,96.30327031,2.969597496,660939,551994,660939,97.56332411,0,743762,535602,743762,96.12783518,0,743762,535602,743762,96.12783518,0,743762,535602,743762,96.12783518,0,743762,535602,743762,96.12783518,4.192201603,559038,674178,97.12368944,0,743762,535602,743762,96.12783518
new_27,2.98047634,584214,402486,584214,96.77592759,2.98047634,584214,402486,584214,96.77592759,0,584214,390490,584214,93.7518231,0,584214,390490,584214,93.7518231,0,584214,390490,584214,93.7518231,0,584214,390490,584214,93.7518231,2.98047634,402486,584214,97.01423301,0,584214,390490,584214,93.7518231
new_201,2.98047634,856762,402486,856762,94.61801923,2.98047634,856762,402486,856762,94.61801923,0,856762,390490,856762,94.27514485,0,856762,390490,856762,94.27514485,0,856762,390490,856762,94.27514485,0,856762,390490,856762,94.27514485,2.98047634,402486,856762,95.34712823,0,856762,390490,856762,94.27514485
new_396,0,864547,653834,864547,99.36644722,3.000335283,908674,674058,908674,99.87109889,0,864547,653834,864547,99.36644722,0,864547,653834,864547,99.36644722,0,864547,653834,864547,99.36644722,0,864547,653834,864547,99.36644722,8.346767072,713378,912931,99.93293872,0,864547,653834,864547,99.36644722
new_234,3.000335283,964547,674058,964547,98.51556128,3.000335283,1025871,674058,1025871,98.97497524,0,930230,653834,930230,95.37520619,0,930230,653834,930230,95.37520619,0,930230,653834,930230,95.37520619,0,930230,653834,930230,95.37520619,4.957976108,687942,897830,99.65937415,0,930230,653834,930230,95.37520619
new_272,0,868374,606538,868374,99.99993881,3.020021553,955538,625426,955538,99.99993881,0,869494,606538,869494,99.99993881,0,868374,606538,868374,99.99993881,0,867010,606538,867010,99.99993881,0,867010,606538,867010,99.99993881,6.140923707,646222,919714,99.99993881,0,868374,606538,868374,99.99993881
new_347,0,959310,606538,959310,96.41694871,3.020021553,1046474,625426,1046474,96.4254926,0,960430,606538,960430,96.37642411,0,959310,606538,959310,96.41694871,0,1024556,606538,1024556,98.39008457,0,1028958,606538,1028958,99.2393119,6.140923707,646222,1010650,98.54031612,0,959310,606538,959310,96.41694871
new_159,1.601531448,1003402,616410,1003402,99.38943697,3.020021553,1003402,625426,1003402,99.26789016,0,957542,606538,957542,98.18412441,0,1006634,606538,1006634,99.13860467,0,1003402,606538,1003402,99.29707421,0,1006634,606538,1006634,99.13860467,2.715768201,623470,965186,99.4966975,0,952570,606538,952570,98.81569236
new_231,0,638674,560958,638674,82.43495217,3.21869382,606538,579614,606538,82.74147289,0,638674,560958,638674,82.43495217,0,638674,560958,638674,82.43495217,0,638674,560958,638674,82.43495217,0,638674,560958,638674,82.43495217,3.21869382,579614,606538,82.74147289,0,638674,560958,638674,82.43495217
new_402,0,859474,653834,859474,99.17363995,3.291869426,875643,676090,875643,99.98838513,0,859474,653834,859474,99.17363995,0,859474,653834,859474,99.17363995,0,859474,653834,859474,99.17363995,0,859474,653834,859474,99.17363995,3.291869426,676090,875643,99.98838513,0,859474,653834,859474,99.17363995
new_50,0,806514,569882,806514,99.99992823,3.39050861,862906,589882,862906,99.99992823,0,806514,569882,806514,99.99992823,0,806514,569882,806514,99.99992823,0,806514,569882,806514,99.99992823,0,806514,569882,806514,99.99992823,5.777529405,604826,844946,99.99992823,0,806514,569882,806514,99.99992823
new_479,0,876986,569882,876986,99.99993223,3.39050861,871914,589882,871914,99.99993223,0,876986,569882,876986,99.99993223,0,876986,569882,876986,99.99993223,0,876986,569882,876986,99.99993223,0,876986,569882,876986,99.99993223,12.36925708,650322,888082,99.99993223,0,876986,569882,876986,99.99993223
new_378,3.410157932,839514,590002,839514,99.38049682,3.39050861,841262,589882,841262,99.40082225,0,833227,569882,833227,98.78998694,0,833227,569882,833227,98.78998694,0,833227,569882,833227,98.78998694,0,833227,569882,833227,98.78998694,5.338046371,602018,844770,99.51102356,0,833227,569882,833227,98.78998694
new_523,4.36969939,929122,595922,929122,98.14931083,3.39050861,929122,589882,929122,97.28805569,0,933114,569882,933114,97.50510224,0,933114,569882,933114,97.50510224,0,933114,569882,933114,97.50510224,0,933114,569882,933114,97.50510224,12.36925708,650322,891914,99.68401443,0,933114,569882,933114,97.50510224
new_253,0,752050,574402,752050,98.05308207,3.401129449,657210,594626,657210,99.99992733,0,744922,574402,744922,97.87288693,0,752050,574402,752050,98.05308207,0,748442,574402,748442,98.59869514,0,748442,574402,748442,98.4558937,3.401129449,594626,657210,99.99992733,0,752050,574402,752050,98.05308207
new_349,3.473204833,1045202,595070,1045202,87.31297656,3.401129449,1041030,594626,1041030,87.20514094,0,950094,574402,950094,95.45796586,0,943170,574402,943170,95.07077958,0,943170,574402,943170,95.41329689,0,938999,574402,938999,95.46763756,3.401129449,594626,1041030,87.15185324,0,943170,574402,943170,94.96934835
new_382,3.419618079,640594,545558,640594,91.65204859,3.419618079,640594,545558,640594,91.65204859,0,672730,526902,672730,91.42676961,0,672730,526902,672730,91.42676961,0,672730,526902,672730,91.42676961,0,672730,526902,672730,91.42676961,4.743120162,553138,640594,91.61405555,0,672730,526902,672730,91.42676961
new_214,4.991715334,1067922,611974,1067922,95.44208493,3.420495733,1056379,602018,1056379,95.63389532,0,1047698,581426,1047698,94.98851277,0,1047698,581426,1047698,94.98851277,0,1047698,581426,1047698,94.98851277,0,1047698,581426,1047698,94.98851277,8.326842605,634238,1084090,96.30074385,0,1047698,581426,1047698,94.98851277
new_487,4.991715334,1067922,611974,1067922,95.44208493,3.420495733,1056379,602018,1056379,95.63389532,0,1047698,581426,1047698,94.98851277,0,1047698,581426,1047698,94.98851277,0,1047698,581426,1047698,94.98851277,0,1047698,581426,1047698,94.98851277,8.326842605,634238,1084090,96.30074385,0,1047698,581426,1047698,94.98851277
new_179,3.533428145,1015390,572362,1015390,95.98758051,3.533428145,1047698,572362,1047698,96.5868565,0,975578,552138,975578,92.94388042,0,975578,552138,975578,92.83261794,0,1002158,552138,1002158,93.8430935,0,1002158,552138,1002158,94.03716596,5.858502501,586498,1066066,97.487114,0,975578,552138,975578,92.86536751
new_284,4.380760399,904134,577434,904134,97.98126226,3.533428145,933926,572362,933926,97.55345992,0,876987,552138,876987,95.76685649,0,876987,552138,876987,95.76685649,0,876987,552138,876987,95.76685649,0,876987,552138,876987,95.76685649,10.02336852,613646,971914,98.93111279,0,876987,552138,876987,95.76685649
new_38,4.380760399,988082,577434,988082,98.94866321,3.533428145,984698,572362,984698,98.76506138,0,976987,552138,976987,99.01047257,0,976987,552138,976987,99.01047257,0,976987,552138,976987,99.01047257,0,976987,552138,976987,99.01047257,10.02336852,613646,987923,98.5917083,0,976987,552138,976987,99.01047257
new_208,0,649659,560958,649659,93.25809299,3.581336349,661202,581794,661202,93.25809299,0,649659,560958,649659,93.25809299,0,649659,560958,649659,93.25809299,0,649659,560958,649659,93.25809299,0,649659,560958,649659,93.25809299,4.65832492,588366,661202,93.25809299,0,649659,560958,649659,93.25809299
new_448,0,733114,535826,733114,96.59399136,3.598248373,713198,555826,713198,95.34754988,0,733114,535826,733114,96.59399136,0,733114,535826,733114,96.59399136,0,733114,535826,733114,96.59399136,0,733114,535826,733114,96.59399136,3.598248373,555826,713198,95.34754988,0,733114,535826,733114,96.59399136
new_181,3.623260419,842626,543378,842626,99.82495182,3.623260419,842626,543378,842626,99.83882652,0,791442,523690,791442,97.32579313,0,791442,523690,791442,97.16970905,0,791442,523690,791442,97.32579313,0,791442,523690,791442,97.32579313,9.930068487,581426,871691,99.82236565,0,791442,523690,791442,96.68543464
new_440,0,606538,526902,606538,90.15684098,3.804008486,606540,547738,606540,90.15684098,0,606538,526902,606538,90.15684098,0,606538,526902,606538,90.15684098,0,606538,526902,606538,90.15684098,0,606538,526902,606538,90.15684098,3.804008486,547738,606540,90.15684098,0,606538,526902,606538,90.15684098
new_239,3.804008486,694996,547738,694996,84.7537432,3.804008486,694996,547738,694996,84.7537432,0,694994,526902,694994,84.79713622,0,694994,526902,694994,84.79713622,0,694994,526902,694994,84.79713622,0,694994,526902,694994,84.79713622,3.804008486,547738,694996,84.7537432,0,694994,526902,694994,84.79713622
new_433,3.804008486,799171,547738,799171,81.71631469,3.804008486,799171,547738,799171,81.71631469,0,788206,526902,788206,83.30147007,0,788206,526902,788206,83.30147007,0,788206,526902,788206,83.30147007,0,788206,526902,788206,83.30147007,3.804008486,547738,799171,81.71631469,0,788206,526902,788206,83.30147007
new_257,3.804008486,789346,547738,789346,94.56175955,3.804008486,789346,547738,789346,94.56177483,0,789346,526902,789346,94.25231276,0,789346,526902,789346,94.25231276,0,789346,526902,789346,94.25231276,0,789346,526902,789346,94.25231276,10.79285533,590650,761122,95.14148328,0,789346,526902,789346,94.25231276
new_432,3.804008486,800030,547738,800030,94.87641564,3.804008486,800031,547738,800031,94.87641564,0,795494,526902,795494,94.54911033,0,795494,526902,795494,94.54911033,0,795494,526902,795494,94.54911033,0,795494,526902,795494,94.54911033,13.90630872,612010,764250,95.52112669,0,795494,526902,795494,94.54911033
new_157,3.804008486,852290,547738,852290,97.27089327,3.804008486,852290,547738,852290,97.27089712,0,820154,526902,820154,96.86021334,0,820154,526902,820154,96.86021334,0,820154,526902,820154,96.86021334,0,820154,526902,820154,96.86021334,13.90630872,612010,756274,98.95035914,0,820154,526902,820154,96.86021334
new_40,0,836186,586050,836186,96.31878258,3.858457601,836186,609570,836186,97.00759517,0,836186,586050,836186,96.80674273,0,836186,586050,836186,96.31878258,0,836186,586050,836186,96.80674273,0,836186,586050,836186,96.80674273,8.77775737,642442,784971,98.50732455,0,836186,586050,836186,96.24895867
new_169,0,836186,586050,836186,96.31878258,3.858457601,836186,609570,836186,97.00759517,0,836186,586050,836186,96.80674273,0,836186,586050,836186,96.31878258,0,836186,586050,836186,96.80674273,0,836186,586050,836186,96.80674273,8.77775737,642442,784971,98.50732455,0,836186,586050,836186,96.24895867
new_91,0,560958,560958,495130,91.00288442,3.877406243,583586,583586,404195,91.30085968,0,560958,560958,495130,91.00288442,0,560958,560958,495130,91.00288442,0,560958,560958,495130,91.00288442,0,560958,560958,495130,91.00288442,3.877406243,583586,404195,91.30085968,0,560958,560958,495130,91.00288442
new_167,0,843782,674058,843782,98.40117136,4.034749529,744770,702398,744770,99.99993876,0,808310,674058,808310,99.57273018,0,843782,674058,843782,98.40117136,0,808310,674058,808310,99.59545973,0,808310,674058,808310,99.57273018,2.547428139,691678,744770,99.99993876,0,843782,674058,843782,98.40117136
new_339,0,927910,674058,927910,98.24178697,4.034749529,964546,702398,964546,99.99994202,0,862770,674058,862770,98.54126632,0,927910,674058,927910,98.24178697,0,996198,674058,996198,98.55263047,0,862770,674058,862770,98.54126632,10.90323655,756546,977618,99.99994202,0,927910,674058,927910,98.24178697
new_417,0,978106,674058,978106,94.44376382,4.034749529,1039794,702398,1039794,99.9605144,0,982894,674058,982894,97.35826376,0,978106,674058,978106,94.44376382,0,978106,674058,978106,96.61943541,0,982894,674058,982894,97.35826376,2.547428139,691678,1037654,99.92595292,0,978106,674058,978106,94.44376382
new_330,0,788078,631966,788078,96.85961744,4.143876861,697474,659286,697474,99.99993204,0,788078,631966,788078,96.85961744,0,788078,631966,788078,96.85961744,0,788078,631966,788078,96.85961744,0,788078,631966,788078,96.85961744,1.727328426,643074,697474,99.99993204,0,788078,631966,788078,96.85961744
new_251,4.156258702,552139,481202,552139,94.44819737,4.156258702,552139,481202,552139,94.12672769,0,553986,461202,553986,94.48600625,0,553986,461202,553986,94.48600625,0,553986,461202,553986,94.48600625,0,553986,461202,553986,94.48600625,4.852265835,484722,572139,93.5722073,0,553986,461202,553986,94.48600625
new_482,4.156258702,860362,481202,860362,98.49744165,4.156258702,860362,481202,860362,98.49744165,0,860362,461202,860362,94.7173462,0,860362,461202,860362,94.7173462,0,860362,461202,860362,94.7173462,0,860362,461202,860362,94.7173462,11.49690855,521114,940138,97.42787961,0,860362,461202,860362,94.7173462
new_173,0,606539,535602,606539,83.71170872,4.192201603,619830,559038,619830,83.71170872,0,606539,535602,606539,83.71170872,0,606539,535602,606539,83.71170872,0,606539,535602,606539,83.71170872,0,606539,535602,606539,83.71170872,4.192201603,559038,619830,83.71170872,0,606539,535602,606539,83.71170872
new_74,4.239201107,753794,599830,753794,99.12528952,4.239201107,753794,599830,753794,99.12528539,0,876534,574402,876534,94.57869126,0,876534,574402,876534,94.57869126,0,876534,574402,876534,94.57869126,0,876534,574402,876534,94.57869126,4.239201107,599830,753794,99.13217818,0,876534,574402,876534,94.57869126
new_176,12.22114571,1086327,654374,1086327,98.55753809,4.239201107,1072199,599830,1072199,96.91663823,0,1014206,574402,1014206,91.60806371,0,1014206,574402,1014206,91.60806371,0,1014206,574402,1014206,91.60806371,0,1014206,574402,1014206,91.60806371,10.89873453,644662,1086327,98.69180644,0,1014206,574402,1014206,91.60806371
new_285,0,1101654,674058,1101654,97.91003606,4.513813141,1164283,705922,1164283,93.42589592,0,1064102,674058,1064102,95.20489816,0,1101654,674058,1101654,97.91003606,0,1101654,674058,1101654,98.08493422,0,1156114,674058,1156114,98.43461657,10.90323655,756546,1025374,98.99698049,0,1101654,674058,1101654,97.91003606
new_497,3.093468792,852354,604758,852354,99.29756404,4.541234343,869890,613930,869890,98.99343074,0,844527,586050,844527,97.43231436,0,844527,586050,844527,97.43231436,0,844527,586050,844527,97.43231436,0,844527,586050,844527,97.43231436,5.198435422,618186,862990,99.10964428,0,844527,586050,844527,97.43231436
new_2,4.541234343,910910,613930,910910,99.33822291,4.541234343,910910,613930,910910,99.33822618,0,933227,586050,933227,97.57530609,0,933227,586050,933227,97.57530609,0,933227,586050,933227,97.57530609,0,933227,586050,933227,97.57530609,4.541234343,613930,920218,98.76481635,0,933227,586050,933227,97.57530609
new_191,0,699322,589882,699322,98.17466931,4.578557263,685194,618186,685194,99.68754671,0,699322,589882,699322,98.17466931,0,699322,589882,699322,98.17466931,0,699322,589882,699322,98.17466931,0,699322,589882,699322,98.17466931,4.685869035,618882,685338,99.59946242,0,699322,589882,699322,98.17466931
new_175,3.99594341,940147,593602,940147,98.09457498,4.809295209,945659,598674,945659,95.21521523,0,904050,569882,904050,96.22460159,0,904050,569882,904050,96.22460159,0,904050,569882,904050,96.22460159,0,904050,569882,904050,96.22460159,11.47409071,643746,960371,95.51280672,0,904050,569882,904050,96.22460159
new_86,0,957234,674058,957234,99.93268341,4.939880353,1006950,709086,1006950,99.99994263,0,947515,674058,947515,99.99994263,0,957234,674058,957234,99.93268341,0,947515,674058,947515,99.99994263,0,947514,674058,947514,99.99994263,4.440172503,705378,968818,99.99994263,0,957234,674058,957234,99.93268341
new_413,0,1005646,674058,1005646,98.54730385,4.939880353,1067650,709086,1067650,97.10515829,0,968094,674058,968094,97.42378107,0,1005646,674058,1005646,98.54730385,0,1005646,674058,1005646,98.71661297,0,1005646,674058,1005646,98.70800401,10.68412196,754690,1092814,97.66422208,0,1005646,674058,1005646,98.54730385
new_301,0,863162,674058,863162,98.68788259,4.942561479,828156,709106,828156,99.9976239,0,866174,674058,866174,99.63070369,0,863162,674058,863162,98.68788259,0,865618,674058,865618,99.87281551,0,865618,674058,865618,99.80657995,4.942561479,709106,828155,99.9976239,0,863162,674058,863162,98.68788259
new_361,0,798878,674058,798878,98.59729183,5.08604885,727890,710178,727890,99.97149767,0,753766,674058,753766,99.34547972,0,798878,674058,798878,98.59729183,0,753766,674058,753766,99.76753775,0,753766,674058,753766,99.76221223,4.942561479,709106,710158,99.99993682,0,798878,674058,798878,98.59729183
new_84,0,872662,589882,872662,99.99993301,5.166409975,891914,622018,891914,99.99993301,0,872662,589882,872662,99.99993301,0,872662,589882,872662,99.99993301,0,872662,589882,872662,99.99993301,0,872662,589882,872662,99.99993301,15.98343261,702102,824474,99.71441099,0,872662,589882,872662,99.99993301
new_496,9.057243729,1084090,648630,1084090,98.01545273,5.166409975,1074459,622018,1074459,97.67976046,0,1056450,589882,1056450,99.09978137,0,1056450,589882,1056450,99.09978137,0,1056450,589882,1056450,99.09978137,0,1056450,589882,1056450,99.09978137,17.8467075,718026,1083930,99.76062222,0,1056450,589882,1056450,99.09978137
new_256,4.519795356,893038,635250,893038,96.56674007,5.183696057,890106,639698,890106,96.61307505,0,889763,606538,889763,91.53765013,0,889763,606538,889763,94.38182995,0,921166,606538,921166,95.42596347,0,921166,606538,921166,94.94056062,5.183696057,639698,896686,96.36500967,0,921166,606538,921166,94.83265251
new_390,4.519795356,893038,635250,893038,96.56674007,5.183696057,890106,639698,890106,96.61307505,0,889763,606538,889763,91.53765013,0,889763,606538,889763,94.38182995,0,921166,606538,921166,95.52556095,0,921166,606538,921166,94.94056062,5.183696057,639698,896686,96.36500967,0,921166,606538,921166,94.83265251
new_190,0,748306,486498,748306,99.96249659,5.285352169,750770,513646,750770,99.96249659,0,748306,486498,748306,99.96249659,0,748306,486498,748306,99.96249659,0,748306,486498,748306,99.96249659,0,748306,486498,748306,99.96249659,5.285352169,513646,620978,99.16448912,0,748306,486498,748306,99.96249659
new_397,5.285352169,750770,513646,750770,99.96438678,5.285352169,750770,513646,750770,99.96438678,0,748306,486498,748306,99.96438678,0,748306,486498,748306,99.96438678,0,748306,486498,748306,99.96438678,0,748306,486498,748306,99.96438678,5.285352169,513646,620978,99.20627974,0,748306,486498,748306,99.96438678
new_513,5.285352169,1022383,513646,1022383,96.79586198,5.285352169,1022383,513646,1022383,96.79586198,0,958843,486498,958843,96.18486495,0,958843,486498,958843,96.18486495,0,958843,486498,958843,96.18486495,0,958843,486498,958843,96.18486495,5.285352169,513646,969938,96.12004408,0,958843,486498,958843,96.18486495
new_23,0,574058,574058,522710,85.54625482,5.314393727,606278,606278,490490,86.95218089,0,574058,574058,522710,85.54625482,0,574058,574058,522710,85.54625482,0,574058,574058,522710,85.54625482,0,574058,574058,522710,85.54625482,6.514042647,614058,490490,85.80162306,0,574058,574058,522710,85.54625482
new_451,0,706278,574058,706278,84.70171959,5.314393727,643830,606278,643830,85.32012093,0,706278,574058,706278,84.70171959,0,706278,574058,706278,84.70171959,0,706278,574058,706278,84.70171959,0,706278,574058,706278,84.70171959,5.314393727,606278,643830,85.32012093,0,706278,574058,706278,84.70171959
new_102,0,787259,574058,787259,96.75847983,5.933767021,770067,610270,770067,97.61727505,0,787259,574058,787259,96.75847983,0,787259,574058,787259,96.75847983,0,787259,574058,787259,96.75847983,0,787259,574058,787259,96.75847983,16.27047447,685610,776810,97.79885319,0,787259,574058,787259,96.75847983
new_276,3.364726229,853926,594402,853926,99.28754569,6.035681452,888915,611298,888915,99.9999363,0,818034,574402,818034,94.40583633,0,818034,574402,818034,94.40583633,0,818034,574402,818034,94.40583633,0,818034,574402,818034,94.40583633,13.10815758,661054,901786,99.9999363,0,818034,574402,818034,94.40583633
new_160,0,742990,501426,742990,99.49402858,6.097538138,613198,533986,613198,96.22165256,0,742990,501426,742990,99.49402858,0,742990,501426,742990,99.49402858,0,742990,501426,742990,99.49402858,0,742990,501426,742990,99.49402858,6.097538138,533986,613198,96.22165256,0,742990,501426,742990,99.49402858
new_374,0,699322,549658,699322,94.01519852,6.209709069,606538,586050,606538,94.93864507,0,699322,549658,699322,94.01519852,0,699322,549658,699322,94.01519852,0,699322,549658,699322,94.01519852,0,699322,549658,699322,94.01519852,6.209709069,586050,626538,94.78123656,0,699322,549658,699322,94.01519852
new_370,6.211467503,706278,518718,706278,81.50586012,6.211467503,706278,518718,706278,81.50586012,0,706278,486498,706278,80.82442603,0,706278,486498,706278,80.82442603,0,706278,486498,706278,80.82442603,0,706278,486498,706278,80.82442603,6.211467503,518718,706278,81.50586012,0,706278,486498,706278,80.82442603
new_59,6.211467503,714978,518718,714978,91.17345172,6.211467503,714978,518718,714978,91.17345172,0,714058,486498,714058,91.05187857,0,714058,486498,714058,91.05187857,0,714058,486498,714058,91.05187857,0,714058,486498,714058,91.05187857,7.597369791,526498,723426,91.22497014,0,714058,486498,714058,91.05187857
new_225,0,861618,674058,861618,96.81166098,6.244105988,827400,718950,827400,96.81166098,0,861618,674058,861618,96.81166098,0,861618,674058,861618,96.81166098,0,861618,674058,861618,96.81166098,0,861618,674058,861618,96.81166098,6.244105988,718950,827400,96.81166098,0,861618,674058,861618,96.81166098
new_15,6.244105988,914960,718950,914960,92.1898918,6.244105988,914960,718950,914960,92.1898918,0,949178,674058,949178,93.06089241,0,949178,674058,949178,93.06089241,0,949178,674058,949178,93.06089241,0,949178,674058,949178,93.06089241,6.244105988,718950,914960,92.1898918,0,949178,674058,949178,93.06089241
new_125,0,825738,606538,825738,99.28092621,6.603985674,649426,649426,620978,98.82286954,0,825738,606538,825738,99.28092621,0,825738,606538,825738,99.28092621,0,825738,606538,825738,99.28092621,0,825738,606538,825738,99.28092621,6.603985674,649426,620978,98.82286954,0,825738,606538,825738,99.28092621
new_478,0,550038,549658,550038,94.35993977,6.818990917,589882,589882,529814,93.63108361,0,550038,549658,550038,94.35993977,0,550038,549658,550038,94.35993977,0,550038,549658,550038,94.35993977,0,550038,549658,550038,94.35993977,6.818990917,589882,426882,97.30298682,0,550038,549658,550038,94.35993977
new_17,0,646046,549658,646046,90.44829566,6.818990917,589882,589882,557210,90.6526608,0,646046,549658,646046,90.44829566,0,646046,549658,646046,90.44829566,0,646046,549658,646046,90.44829566,0,646046,549658,646046,90.44829566,6.818990917,589882,557210,89.90033842,0,646046,549658,646046,90.44829566
new_363,0,646046,549658,646046,90.44829566,6.818990917,589882,589882,557210,90.6526608,0,646046,549658,646046,90.44829566,0,646046,549658,646046,90.44829566,0,646046,549658,646046,90.44829566,0,646046,549658,646046,90.44829566,6.818990917,589882,557210,89.90033842,0,646046,549658,646046,90.44829566
new_274,0,704050,549658,704050,97.86157158,6.818990917,742990,589882,742990,97.62740267,0,704050,549658,704050,97.86157158,0,704050,549658,704050,97.86157158,0,704050,549658,704050,97.86157158,0,704050,549658,704050,97.86157158,6.818990917,589882,580978,97.62643257,0,704050,549658,704050,97.86157158
new_445,0,704050,549658,704050,97.86157158,6.818990917,742990,589882,742990,97.62740267,0,704050,549658,704050,97.86157158,0,704050,549658,704050,97.86157158,0,704050,549658,704050,97.86157158,0,704050,549658,704050,97.86157158,6.818990917,589882,580978,97.62643257,0,704050,549658,704050,97.86157158
new_64,6.818990917,997006,589882,997006,99.18153515,6.818990917,997006,589882,997006,99.18153515,0,829350,549658,829350,98.77614821,0,829350,549658,829350,98.77614821,0,829350,549658,829350,98.77614821,0,829350,549658,829350,98.77614821,11.15776883,618690,829350,99.99994331,0,829350,549658,829350,98.77614821
new_474,0,461202,461202,359102,97.7405563,7.31359301,497594,497594,438878,93.74927373,0,461202,461202,359102,97.7405563,0,461202,461202,359102,97.7405563,0,461202,461202,359102,97.7405563,0,461202,461202,359102,97.7405563,7.31359301,497594,330490,95.46657402,0,461202,461202,359102,97.7405563
new_189,8.02192148,680978,501426,680978,97.54098815,7.31359301,752054,497594,752054,95.84729678,0,680978,461202,680978,97.54098815,0,680978,461202,680978,97.54098815,0,680978,461202,680978,97.54098815,0,680978,461202,680978,97.54098815,10.21014473,513646,680978,97.08286916,0,680978,461202,680978,97.54098815
new_525,7.622246931,699698,422710,699698,90.84833506,7.622246931,699698,422710,699698,89.56331141,0,699698,390490,699698,90.35243962,0,699698,390490,699698,90.35243962,0,699698,390490,699698,92.4951462,0,699698,390490,699698,91.549381,20.38777549,490490,651714,99.3112718,0,699698,390490,699698,88.68128916
new_20,7.622246931,674058,422710,674058,88.10237137,7.622246931,674058,422710,674058,87.92394856,0,706278,390490,706278,88.51000513,0,706278,390490,706278,88.51000513,0,706278,390490,706278,88.572056,0,742670,390490,742670,89.97666015,9.291737323,430490,674058,89.66430277,0,742670,390490,742670,86.71634131
new_243,7.622246931,751370,422710,751370,93.01034952,7.622246931,751370,422710,751370,93.01034952,0,774058,390490,774058,92.21206465,0,751370,390490,751370,93.01035826,0,751370,390490,751370,93.78366297,0,751370,390490,751370,93.2222139,9.291737323,430490,774058,92.15320851,0,751370,390490,751370,92.83976462
new_360,7.622246931,873230,422710,873230,93.73199183,7.622246931,873230,422710,873230,93.73199183,0,873230,390490,873230,94.47631335,0,873230,390490,873230,93.63300094,0,868154,390490,868154,94.66426125,0,873230,390490,873230,94.48837057,20.38777549,490490,784230,99.31796253,0,873230,390490,873230,93.40563663
new_498,10.6514232,811602,561202,811602,98.6670672,7.664855906,811602,543050,811602,98.33620355,0,751690,501426,751690,93.44463618,0,751690,501426,751690,93.44463618,0,751690,501426,751690,93.44463618,0,751690,501426,751690,93.44463618,13.75927461,581426,824474,98.61190849,0,751690,501426,751690,93.44463618
new_336,0,888539,601162,888539,99.99993471,8.141286776,891694,654442,891694,99.99993471,0,888539,601162,888539,99.99993471,0,888539,601162,888539,99.99993471,0,888539,601162,888539,99.99993471,0,888539,601162,888539,99.99993471,4.78753227,631390,891694,99.99993471,0,888539,601162,888539,99.99993471
new_450,0,661114,519858,661114,96.32642794,8.196738681,620750,566274,620750,99.9999242,0,661114,519858,661114,96.65970438,0,661114,519858,661114,96.32642794,0,657506,519858,657506,96.7869249,0,661114,519858,661114,96.65970438,11.32849146,586274,619830,99.9999242,0,661114,519858,661114,96.32642794
