,LP2_c1_surpass_rade,LP2_makespan,LP2_makespan_c1,LP2_makespan_c2,LP2_workload_rade,LP3_c1_surpass_rade,LP3_makespan,LP3_makespan_c1,LP3_makespan_c2,LP3_workload_rade,LP4_c1_surpass_rade,LP4_makespan,LP4_makespan_c1,LP4_makespan_c2,LP4_workload_rade,LP5_c1_surpass_rade,LP5_makespan,LP5_makespan_c1,LP5_makespan_c2,LP5_workload_rade,LP6_c1_surpass_rade,LP6_makespan,LP6_makespan_c1,LP6_makespan_c2,LP6_workload_rade,LP7_c1_surpass_rade,LP7_makespan,LP7_makespan_c1,LP7_makespan_c2,LP7_workload_rade,NP_c1_surpass_rade,NP_makespan_c1,NP_makespan_c2,NP_workload_rade,P_c1_surpass_rade,P_makespan,P_makespan_c1,P_makespan_c2,P_workload_rade
new_200,0,815842,519858,815842,99.63642217,8.196738681,869427,566274,869427,99.99993293,0,832722,519858,832722,99.78420429,0,815842,519858,815842,99.63642217,0,816330,519858,816330,99.81886363,0,815842,519858,815842,99.78877489,11.32849146,586274,863330,99.99993293,0,815842,519858,815842,99.63642217
new_429,0,652054,406658,652054,99.83679703,8.213971335,580978,443050,580978,99.99988293,0,652054,406658,652054,99.83679703,0,652054,406658,652054,99.83679703,0,652054,406658,652054,99.83679703,0,652054,406658,652054,99.83679703,8.213971335,443050,580978,99.99988293,0,652054,406658,652054,99.83679703
new_97,3.297620108,1036155,606498,1036155,99.36913266,8.224605591,1113258,639058,1113258,99.60834037,0,1063706,586498,1063706,96.54217102,0,1043706,586498,1043706,96.19042601,0,1063706,586498,1063706,96.54217102,0,1063706,586498,1063706,96.54217102,15.80490214,696594,1120482,99.77514127,0,1043706,586498,1043706,96.12565603
new_308,0,864546,606538,864546,99.94228331,8.32504557,909771,661618,909771,99.99993483,0,864546,606538,864546,99.9269311,0,864546,606538,864546,99.94228331,0,864546,606538,864546,99.94228331,0,864546,606538,864546,99.94228331,12.57160319,693754,868538,99.71365665,0,864546,606538,864546,99.94228331
new_180,0,898674,606538,898674,98.97081831,8.32504557,809654,661618,809654,99.99359783,0,896766,606538,896766,98.53324053,0,898674,606538,898674,98.97081831,0,898674,606538,898674,99.14162909,0,898674,606538,898674,98.97081831,8.089440873,659922,807474,99.99470273,0,898674,606538,898674,98.97081831
new_281,0,898674,606538,898674,97.99564978,8.32504557,790010,661618,790010,99.03867903,0,896766,606538,896766,97.99231286,0,898674,606538,898674,97.99564978,0,930810,606538,930810,99.19700667,0,904694,606538,904694,98.03195582,8.089440873,659922,791590,99.23130172,0,898674,606538,898674,97.99564978
new_449,0,674403,494766,674403,93.72778392,8.352566786,674402,539858,674402,93.824169,0,674403,494766,674403,93.72778392,0,674403,494766,674403,93.72778392,0,674403,494766,674403,93.72778392,0,674403,494766,674403,93.72778392,8.352566786,539858,663438,93.824169,0,674403,494766,674403,93.72778392
new_302,8.352566786,606538,539858,606538,84.29574475,8.352566786,606538,539858,606538,84.29574475,0,674230,494766,674230,83.79498441,0,674230,494766,674230,83.79498441,0,674230,494766,674230,83.79498441,0,674230,494766,674230,83.79498441,8.352566786,539858,606538,84.29574475,0,674230,494766,674230,83.79498441
new_141,8.352566786,690350,539858,690350,93.12661348,8.352566786,690350,539858,690350,93.12661348,0,708286,494766,708286,92.40827351,0,708286,494766,708286,92.40827351,0,708286,494766,708286,92.40827351,0,708286,494766,708286,92.40827351,8.352566786,539858,692814,93.00166943,0,708286,494766,708286,92.40827351
new_446,0,916122,586050,916122,97.01238194,8.514597389,1013375,640594,1013375,93.03457073,0,916122,586050,916122,97.01238194,0,916122,586050,916122,97.01238194,0,916122,586050,916122,97.01238194,0,916122,586050,916122,97.01238194,10.16986563,652398,972778,93.5239558,0,916122,586050,916122,97.01238194
new_340,0,967674,586050,967674,95.51818009,8.514597389,1042878,640594,1042878,87.52369883,0,965754,586050,965754,95.4727818,0,965754,586050,965754,95.4727818,0,965754,586050,965754,95.4727818,0,965754,586050,965754,95.4727818,10.16986563,652398,1042194,87.06901429,0,965754,586050,965754,95.4727818
new_309,0,582174,549658,582174,98.66039262,8.7101521,602102,602102,529814,98.7546087,0,582174,549658,582174,98.66039262,0,582174,549658,582174,98.66039262,0,582174,549658,582174,98.66039262,0,582174,549658,582174,98.66039262,8.7101521,602102,522710,99.42337812,0,582174,549658,582174,98.66039262
new_130,8.71184751,606538,517594,606538,83.99372752,8.71184751,606538,517594,606538,83.99372752,0,674230,472502,674230,83.23492543,0,674230,472502,674230,83.23492543,0,674230,472502,674230,83.23492543,0,674230,472502,674230,83.23492543,8.71184751,517594,606538,83.99372752,0,674230,472502,674230,83.23492543
new_431,0,783678,574402,783678,94.7569777,8.833472474,704150,630058,704150,99.45327883,0,783678,574402,783678,94.7569777,0,783678,574402,783678,94.7569777,0,783678,574402,783678,94.7569777,0,783678,574402,783678,94.7569777,9.100087671,631906,706294,99.43172554,0,783678,574402,783678,94.7569777
new_510,0,783678,574402,783678,97.46261039,8.833472474,715150,630058,715150,99.2013234,0,783678,574402,783678,97.46261039,0,783678,574402,783678,97.46261039,0,783678,574402,783678,97.46261039,0,783678,574402,783678,97.46261039,10.26398918,640102,709122,99.05385123,0,783678,574402,783678,97.46261039
new_21,3.364726229,817734,594402,817734,98.68940445,8.833472474,749206,630058,749206,99.21281534,0,817734,574402,817734,97.49849839,0,817734,574402,817734,97.49849839,0,817734,574402,817734,97.49849839,0,817734,574402,817734,97.49849839,10.26398918,640102,743178,99.06745012,0,817734,574402,817734,97.49849839
new_106,8.555799857,931083,635826,931083,99.70159381,8.992640222,942626,638878,942626,99.87141838,0,891442,581426,891442,94.9293611,0,891442,581426,891442,94.9293611,0,891442,581426,891442,94.9293611,0,891442,581426,891442,94.9293611,13.62967893,673178,953538,99.86776874,0,891442,581426,891442,94.9293611
new_143,8.555799857,931083,635826,931083,99.70159381,8.992640222,942626,638878,942626,99.87141838,0,891442,581426,891442,94.9293611,0,891442,581426,891442,94.9293611,0,891442,581426,891442,94.9293611,0,891442,581426,891442,94.9293611,13.62967893,673178,953538,99.86776874,0,891442,581426,891442,94.9293611
new_66,0,750770,574402,750770,99.50542983,9.101813843,631918,631918,620978,97.01760277,0,750770,574402,750770,99.50542983,0,750770,574402,750770,99.50542983,0,750770,574402,750770,99.50542983,0,750770,574402,750770,99.50542983,9.101813843,631918,620978,97.01760277,0,750770,574402,750770,99.50542983
new_299,12.39355513,921707,572362,921707,92.83046333,9.184660357,1010770,552138,1010770,95.55288863,0,930770,501426,930770,93.97876446,0,930770,501426,930770,93.97876446,0,930770,501426,930770,93.97876446,0,930770,501426,930770,93.97876446,13.75927461,581426,921707,92.07795352,0,930770,501426,930770,93.97876446
new_524,0,549814,472502,549814,92.68882442,9.503525996,527350,522122,527350,92.68882442,0,549814,472502,549814,92.68882442,0,549814,472502,549814,92.68882442,0,549814,472502,549814,92.68882442,0,549814,472502,549814,92.68882442,10.40068266,527350,458878,92.68882442,0,549814,472502,549814,92.68882442
new_71,0,648442,549658,648442,99.08680244,9.828567679,609570,609570,560974,99.5928984,0,648442,549658,648442,99.08680244,0,648442,549658,648442,99.08680244,0,648442,549658,648442,99.08680244,0,648442,549658,648442,99.08680244,9.828567679,609570,572138,99.21792573,0,648442,549658,648442,99.08680244
new_430,0,560958,560958,558738,89.94207763,9.828613314,622102,622102,551410,91.17894918,0,560958,560958,558738,89.94207763,0,560958,560958,558738,89.94207763,0,560958,560958,558738,89.94207763,0,560958,560958,558738,89.94207763,9.828613314,622102,551410,91.17894918,0,560958,560958,558738,89.94207763
new_43,0,583546,560958,583546,91.85815251,9.828613314,622102,622102,562710,91.69171987,0,583546,560958,583546,91.85815251,0,583546,560958,583546,91.85815251,0,583546,560958,583546,91.85815251,0,583546,560958,583546,91.85815251,9.828613314,622102,562710,91.69171987,0,583546,560958,583546,91.85815251
new_51,9.828613314,734978,622102,734978,91.5409817,9.828613314,734978,622102,734978,91.5409817,0,742306,560958,742306,90.82067636,0,742306,560958,742306,90.82067636,0,742306,560958,742306,90.82067636,0,742306,560958,742306,90.82067636,9.828613314,622102,734978,91.5409817,0,742306,560958,742306,90.82067636
new_26,9.828613314,808702,622102,808702,94.17737084,9.828613314,808702,622102,808702,94.17737084,0,798538,560958,798538,94.09122354,0,798538,560958,798538,94.09122354,0,798538,560958,798538,94.09122354,0,798538,560958,798538,94.09122354,10.58919913,627394,809663,94.17737084,0,798538,560958,798538,94.09122354
new_470,9.828613314,870634,622102,870634,94.10790955,9.828613314,870634,622102,870634,94.10790955,0,844527,560958,844527,94.10790955,0,844527,560958,844527,94.10790955,0,844527,560958,844527,94.10790955,0,844527,560958,844527,94.10790955,11.50602467,633894,871614,94.10790955,0,844527,560958,844527,94.10790955
new_174,10.15713121,1059675,640102,1059675,97.48135596,10.22781554,1073050,640606,1073050,98.47622621,0,1013398,575086,1013398,93.71693313,0,1013398,575086,1013398,93.71693313,0,1013398,575086,1013398,93.71693313,0,1013398,575086,1013398,93.71693313,13.61157762,665698,1104334,98.02451324,0,1013398,575086,1013398,93.71693313
new_464,10.26398918,1091199,640102,1091199,88.81002609,10.26398918,1108566,640102,1108566,87.23710916,0,1014467,574402,1014467,94.68285432,0,1014467,574402,1014467,94.68285432,0,1014467,574402,1014467,94.68285432,0,1014467,574402,1014467,94.68285432,10.26398918,640102,1109498,87.24374852,0,1014467,574402,1014467,94.68285432
new_9,0,957947,586498,957947,94.64550605,10.29863849,1000090,653834,1000090,93.51848601,0,957947,586498,957947,94.64550605,0,957947,586498,957947,94.64550605,0,957947,586498,957947,94.64550605,0,957947,586498,957947,94.64550605,10.29863849,653834,970387,93.65308342,0,957947,586498,957947,94.64550605
new_441,0,1060555,586498,1060555,97.65847722,10.29863849,1060555,653834,1060555,98.30364325,0,1060555,586498,1060555,97.65847722,0,1060555,586498,1060555,97.65847722,0,1060555,586498,1060555,97.65847722,0,1060555,586498,1060555,97.65847722,12.98998009,674058,1072995,99.3872106,0,1060555,586498,1060555,97.65847722
new_210,9.495788664,924786,574402,924786,99.87152977,10.33375304,943170,579770,943170,99.99994078,0,849202,519858,849202,99.50959967,0,849202,519858,849202,99.04802347,0,849202,519858,849202,99.50959967,0,849202,519858,849202,99.50959967,11.32849146,586274,943170,99.99994078,0,840770,519858,840770,99.07843767
new_296,0,583546,526902,583546,91.71697835,10.39782602,588046,588046,562710,91.54792542,0,583546,526902,583546,91.71697835,0,583546,526902,583546,91.71697835,0,583546,526902,583546,91.71697835,0,583546,526902,583546,91.71697835,10.39782602,588046,562710,91.54792542,0,583546,526902,583546,91.71697835
new_400,10.39782602,805071,588046,805071,94.10287866,10.39782602,805071,588046,805071,94.10287866,0,786731,526902,786731,94.00233503,0,786731,526902,786731,94.00233503,0,786731,526902,786731,94.00233503,0,786731,526902,786731,94.00233503,11.19699059,593338,807602,94.10287866,0,786731,526902,786731,94.00233503
new_98,0,838227,606498,838227,99.53082425,10.47127838,858450,677434,858450,99.9267569,0,871218,606498,871218,99.82723093,0,838227,606498,838227,99.53082425,0,871218,606498,871218,99.82723093,0,871218,606498,871218,99.82723093,17.1262882,731834,852438,99.91550288,0,838227,606498,838227,99.53082425
new_473,0,566206,494766,566206,94.68603607,10.9989027,566206,555910,566206,94.68603607,0,566206,494766,566206,94.68603607,0,566206,494766,566206,94.68603607,0,566206,494766,566206,94.68603607,0,566206,494766,566206,94.68603607,12.37030871,564610,475270,94.68603607,0,566206,494766,566206,94.68603607
new_202,11.45778287,566206,533646,566206,94.89610961,11.45778287,566206,533646,566206,94.89610961,0,641874,472502,641874,94.89610961,0,641874,472502,641874,94.89610961,0,641874,472502,641874,94.89610961,0,641874,472502,641874,94.89610961,12.87812577,542346,557210,94.89610961,0,641874,472502,641874,94.89610961
new_29,11.45778287,773562,533646,773562,94.82965454,11.45778287,773562,533646,773562,94.82965454,0,765398,472502,765398,94.81087053,0,765398,472502,765398,94.81087053,0,765398,472502,765398,94.81087053,0,765398,472502,765398,94.81087053,14.42320579,552138,762446,95.79290689,0,765398,472502,765398,94.81087053
new_168,11.45778287,790758,533646,790758,96.98928755,11.45778287,790758,533646,790758,96.98928755,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,12.87812577,542346,769474,96.96260485,0,778174,472502,778174,96.91805633
new_314,11.45778287,790758,533646,790758,96.98928755,11.45778287,790758,533646,790758,96.98928755,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,12.87812577,542346,769474,96.96260485,0,778174,472502,778174,96.91805633
new_485,11.45778287,790758,533646,790758,96.98928755,11.45778287,790758,533646,790758,96.98928755,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,0,778174,472502,778174,96.91805633,12.87812577,542346,769474,96.96260485,0,778174,472502,778174,96.91805633
new_236,11.45778287,817214,533646,817214,96.83241837,11.45778287,817214,533646,817214,96.83241837,0,817214,472502,817214,96.85028309,0,817214,472502,817214,96.85028309,0,817214,472502,817214,96.85028309,0,817214,472502,817214,96.85028309,12.87812577,542346,817214,96.7449252,0,817214,472502,817214,96.85028309
new_57,13.43992848,642347,545866,642347,91.97809796,11.45778287,645866,533646,645866,91.97809796,0,641874,472502,641874,91.97809796,0,641874,472502,641874,91.97809796,0,641874,472502,641874,91.97809796,0,641874,472502,641874,91.97809796,14.42320579,552138,642347,91.97809796,0,641874,472502,641874,91.97809796
new_387,0,644270,560958,644270,91.95554261,12.11274226,638270,638270,553334,92.60196902,0,644270,560958,644270,91.95554261,0,644270,560958,644270,91.95554261,0,644270,560958,644270,91.95554261,0,644270,560958,644270,91.95554261,12.11274226,638270,553334,92.60196902,0,644270,560958,644270,91.95554261
new_145,0,731542,560958,731542,87.53531837,12.11274226,660938,638270,660938,88.01262524,0,731542,560958,731542,87.53531837,0,731542,560958,731542,87.53531837,0,731542,560958,731542,87.53531837,0,731542,560958,731542,87.53531837,12.11274226,638270,660938,88.01262524,0,731542,560958,731542,87.53531837
new_520,0,843274,560958,843274,94.88488744,12.11274226,845822,638270,845822,95.08276699,0,843274,560958,843274,94.88488744,0,843274,560958,843274,94.88488744,0,843274,560958,843274,94.88488744,0,843274,560958,843274,94.88488744,12.43158693,640594,845822,95.31065326,0,843274,560958,843274,94.88488744
new_131,12.2003488,851691,581426,851691,99.22018224,12.2003488,851691,581426,851691,98.74347791,0,833378,510490,833378,92.57985149,0,833378,510490,833378,92.57985149,0,833378,510490,833378,92.57985149,0,833378,510490,833378,92.57985149,14.57578222,597594,871914,98.71981179,0,833378,510490,833378,92.57985149
new_283,12.2003488,1038099,581426,1038099,86.95064587,12.2003488,1038099,581426,1038099,86.95064587,0,917875,510490,917875,94.9729102,0,917875,510490,917875,94.9729102,0,917875,510490,917875,94.9729102,0,917875,510490,917875,94.9729102,12.2003488,581426,1032331,87.01823112,0,917875,510490,917875,94.9729102
new_518,0,574058,574058,506658,96.44504795,12.20126209,653834,653834,428330,97.5070358,0,574058,574058,506658,96.44504795,0,574058,574058,506658,96.44504795,0,574058,574058,506658,96.44504795,0,574058,574058,506658,96.44504795,12.20126209,653834,426658,97.29679265,0,574058,574058,506658,96.44504795
new_104,0,660938,574058,660938,98.52547703,12.20126209,653834,653834,583538,99.9724977,0,660938,574058,660938,98.52547703,0,660938,574058,660938,98.52547703,0,660938,574058,660938,98.52547703,0,660938,574058,660938,98.52547703,12.20126209,653834,577918,99.99521048,0,660938,574058,660938,98.52547703
new_32,0,934318,574058,934318,97.50012407,12.20126209,1025254,653834,1025254,98.56574822,0,934318,574058,934318,97.50012407,0,934318,574058,934318,97.50012407,0,934318,574058,934318,97.50012407,0,934318,574058,934318,97.50012407,14.83551861,674058,967922,98.07631623,0,934318,574058,934318,97.50012407
new_362,0,664922,503466,664922,93.14407506,12.34953917,574402,574402,573986,93.18174286,0,664922,503466,664922,93.14407506,0,664922,503466,664922,93.14407506,0,664922,503466,664922,93.14407506,0,664922,503466,664922,93.14407506,12.34953917,574402,573986,93.18174286,0,664922,503466,664922,93.14407506
new_395,0,708106,503466,708106,89.30543137,12.34953917,617170,574402,617170,89.27816789,0,708106,503466,708106,89.30543137,0,708106,503466,708106,89.30543137,0,708106,503466,708106,89.30543137,0,708106,503466,708106,89.30543137,12.34953917,574402,617170,89.27816789,0,708106,503466,708106,89.30543137
new_77,12.34953917,662442,574402,662442,87.46656269,12.34953917,662442,574402,662442,87.46656269,0,753378,503466,753378,86.17207766,0,753378,503466,753378,86.17207766,0,753378,503466,753378,86.17207766,0,753378,503466,753378,86.17207766,12.34953917,574402,662442,87.46656269,0,753378,503466,753378,86.17207766
new_434,12.34953917,731530,574402,731530,94.45374618,12.34953917,731530,574402,731530,94.45374618,0,753378,503466,753378,93.66902539,0,753378,503466,753378,93.66902539,0,753378,503466,753378,93.66902539,0,753378,503466,753378,93.66902539,12.34953917,574402,731530,94.45950993,0,753378,503466,753378,93.66902539
new_373,12.34953917,849994,574402,849994,95.63716064,12.34953917,849994,574402,849994,95.63716064,0,855494,503466,855494,94.92906345,0,855494,503466,855494,94.92906345,0,855494,503466,855494,94.92906345,0,855494,503466,855494,94.92906345,12.34953917,574402,854522,95.66432394,0,855494,503466,855494,94.92906345
new_316,0,677142,560958,677142,92.66458663,12.43158693,640594,640594,606538,93.28097848,0,677142,560958,677142,92.66458663,0,677142,560958,677142,92.66458663,0,677142,560958,677142,92.66458663,0,677142,560958,677142,92.66458663,12.43158693,640594,606538,93.28097848,0,677142,560958,677142,92.66458663
new_456,0,740242,560958,740242,96.50612235,12.43158693,712046,640594,712046,97.51702115,0,740242,560958,740242,96.50612235,0,740242,560958,740242,96.50612235,0,740242,560958,740242,96.50612235,0,740242,560958,740242,96.50612235,12.43158693,640594,701526,96.76043663,0,740242,560958,740242,96.50612235
new_306,0,815514,560958,815514,95.15712205,12.43158693,799486,640594,799486,96.21856782,0,815514,560958,815514,95.15712205,0,815514,560958,815514,95.15712205,0,815514,560958,815514,95.15712205,0,815514,560958,815514,95.15712205,14.4628137,655806,798342,96.28254082,0,815514,560958,815514,95.15712205
new_78,0,819987,560958,819987,96.3163865,12.43158693,798306,640594,798306,97.38880431,0,819987,560958,819987,96.3163865,0,819987,560958,819987,96.3163865,0,819987,560958,819987,96.3163865,0,819987,560958,819987,96.3163865,14.27405626,654362,820546,99.43575894,0,819987,560958,819987,96.3163865
new_94,0,968670,569882,968670,99.43757019,12.8825934,897434,654154,897434,99.99994392,0,968670,569882,968670,99.43757019,0,968670,569882,968670,99.43757019,0,968670,569882,968670,99.43757019,0,968670,569882,968670,99.43757019,12.8825934,654154,897434,99.99994392,0,968670,569882,968670,99.43757019
new_193,0,876987,586498,876987,99.31802523,12.98998009,902538,674058,902538,99.72263217,0,876987,586498,876987,99.31802523,0,876987,586498,876987,99.31802523,0,876987,586498,876987,99.31802523,0,876987,586498,876987,99.31802523,12.98998009,674058,929246,99.81051312,0,876987,586498,876987,99.31802523
new_344,0,915843,586498,915843,99.83295534,12.98998009,968402,674058,968402,99.99994354,0,915843,586498,915843,99.83295534,0,915843,586498,915843,99.83295534,0,915843,586498,915843,99.83295534,0,915843,586498,915843,99.83295534,12.98998009,674058,968403,99.99994354,0,915843,586498,915843,99.83295534
new_136,13.86415785,804774,574402,804774,93.87850758,13.86415785,804774,574402,804774,93.87850758,0,804774,494766,804774,93.56162192,0,804774,494766,804774,93.56162192,0,804774,494766,804774,93.56162192,0,804774,494766,804774,93.56162192,13.86415785,574402,804774,93.87850758,0,804774,494766,804774,93.56162192
new_404,0,558738,472502,558738,91.57286795,14.42320579,561202,552138,561202,91.57286795,0,558738,472502,558738,91.57286795,0,558738,472502,558738,91.57286795,0,558738,472502,558738,91.57286795,0,558738,472502,558738,91.57286795,14.42320579,552138,561202,91.57286795,0,558738,472502,558738,91.57286795
new_261,14.42320579,744770,552138,744770,92.19409756,14.42320579,744770,552138,744770,92.19409756,0,742306,472502,742306,90.43009369,0,742306,472502,742306,90.43009369,0,742306,472502,742306,90.43009369,0,742306,472502,742306,90.43009369,14.42320579,552138,744770,92.19409756,0,742306,472502,742306,90.43009369
new_183,0,775482,586498,775482,95.80658606,14.56668483,699698,686498,699698,99.75686006,0,775482,586498,775482,95.80658606,0,775482,586498,775482,95.80658606,0,775482,586498,775482,95.80658606,0,775482,586498,775482,95.80658606,14.56668483,686498,699698,99.75686006,0,775482,586498,775482,95.80658606
new_287,0,940475,586498,940475,93.64585681,14.56668483,1029043,686498,1029043,87.17030236,0,940475,586498,940475,93.64585681,0,940475,586498,940475,93.64585681,0,940475,586498,940475,93.64585681,0,940475,586498,940475,93.64585681,14.56668483,686498,1031410,87.10627246,0,940475,586498,940475,93.64585681
new_46,14.56668483,731834,686498,731834,99.19947196,14.56668483,731834,686498,731834,99.19947196,0,807618,586498,807618,96.32766818,0,807618,586498,807618,96.32766818,0,807618,586498,807618,96.32766818,0,807618,586498,807618,96.32766818,14.56668483,686498,730058,99.18838673,0,807618,586498,807618,96.32766818
new_146,14.56668483,731835,686498,731835,99.36860444,14.56668483,731835,686498,731835,99.36860444,0,831138,586498,831138,96.79633936,0,831138,586498,831138,96.79633936,0,831138,586498,831138,96.79633936,0,831138,586498,831138,96.79633936,14.56668483,686498,731835,99.3432201,0,831138,586498,831138,96.79633936
new_475,14.56668483,970387,686498,970387,94.57479578,14.56668483,970387,686498,970387,94.57479578,0,904083,586498,904083,98.64268174,0,904083,586498,904083,98.64268174,0,904083,586498,904083,98.64268174,0,904083,586498,904083,98.64268174,14.56668483,686498,970387,94.54684718,0,904083,586498,904083,98.64268174
new_109,14.56668483,1072995,686498,1072995,98.13145777,14.56668483,1072995,686498,1072995,98.13145777,0,976988,586498,976988,98.58174288,0,976988,586498,976988,98.58174288,0,976988,586498,976988,98.58174288,0,976988,586498,976988,98.58174288,14.56668483,686498,1072995,98.09743397,0,976988,586498,976988,98.58174288
new_119,14.56668483,1072995,686498,1072995,98.14490968,14.56668483,1072995,686498,1072995,98.14490968,0,976988,586498,976988,97.86427099,0,976988,586498,976988,97.86427099,0,976988,586498,976988,97.86427099,0,976988,586498,976988,97.86427099,14.56668483,686498,1072995,98.71793958,0,976988,586498,976988,97.86427099
new_107,0,643378,574058,643378,95.90803845,14.83551861,674058,674058,543378,97.36690517,0,643378,574058,643378,95.90803845,0,643378,574058,643378,95.90803845,0,643378,574058,643378,95.90803845,0,643378,574058,643378,95.90803845,14.83551861,674058,543378,97.31697455,0,643378,574058,643378,95.90803845
new_407,0,643378,574058,643378,95.90803845,14.83551861,674058,674058,543378,97.36690517,0,643378,574058,643378,95.90803845,0,643378,574058,643378,95.90803845,0,643378,574058,643378,95.90803845,0,643378,574058,643378,95.90803845,14.83551861,674058,543378,97.31697455,0,643378,574058,643378,95.90803845
new_135,0,663954,574058,663954,91.64670328,14.83551861,674058,674058,617922,93.23655601,0,663954,574058,663954,91.64670328,0,663954,574058,663954,91.64670328,0,663954,574058,663954,91.64670328,0,663954,574058,663954,91.64670328,14.83551861,674058,617922,93.23655601,0,663954,574058,663954,91.64670328
new_526,0,730146,574058,730146,90.78741343,14.83551861,674058,674058,660818,92.50239674,0,730146,574058,730146,90.78741343,0,730146,574058,730146,90.78741343,0,730146,574058,730146,90.78741343,0,730146,574058,730146,90.78741343,14.83551861,674058,660818,92.50239674,0,730146,574058,730146,90.78741343
new_34,0,786014,574058,786014,97.18585136,14.83551861,782466,674058,782466,98.30309747,0,786014,574058,786014,97.18585136,0,786014,574058,786014,97.18585136,0,786014,574058,786014,97.18585136,0,786014,574058,786014,97.18585136,17.53106639,696090,766967,99.69096469,0,786014,574058,786014,97.18585136
new_123,16.93508781,661202,590490,661202,99.73218516,16.93508781,661202,590490,661202,99.73218516,0,697594,490490,697594,95.07843392,0,697594,490490,697594,95.07843392,0,697594,490490,697594,95.07843392,0,697594,490490,697594,95.07843392,16.93508781,590490,661202,99.73218516,0,697594,490490,697594,95.07843392
new_240,16.93508781,601426,590490,601426,99.99992467,16.93508781,601426,590490,601426,99.99992467,0,721114,490490,721114,98.07388089,0,721114,490490,721114,98.07388089,0,721114,490490,721114,98.07388089,0,721114,490490,721114,98.07388089,16.93508781,590490,601426,99.99992467,0,721114,490490,721114,98.07388089
new_108,16.93508781,749658,590490,749658,99.7402921,16.93508781,749658,590490,749658,99.7402921,0,786050,490490,786050,95.69395117,0,786050,490490,786050,95.69395117,0,786050,490490,786050,95.69395117,0,786050,490490,786050,95.69395117,16.93508781,590490,749658,99.7402921,0,786050,490490,786050,95.69395117
new_79,16.93508781,960754,590490,960754,95.94070401,16.93508781,960754,590490,960754,95.94070401,0,880978,490490,880978,93.749647,0,880978,490490,880978,93.749647,0,880978,490490,880978,93.749647,0,880978,490490,880978,93.749647,16.93508781,590490,960754,95.71356335,0,880978,490490,880978,93.749647
new_260,16.93508781,980978,590490,980978,93.84659392,16.93508781,980978,590490,980978,93.84659392,0,880978,490490,880978,94.08338775,0,880978,490490,880978,94.08338775,0,880978,490490,880978,94.08338775,0,880978,490490,880978,94.08338775,16.93508781,590490,980978,95.13265816,0,880978,490490,880978,94.08338775
new_467,16.93508781,971914,590490,971914,97.48879729,16.93508781,971914,590490,971914,97.48879729,0,880978,490490,880978,95.08207337,0,880978,490490,880978,95.08207337,0,880978,490490,880978,95.08207337,0,880978,490490,880978,95.08207337,16.93508781,590490,971915,97.22211903,0,880978,490490,880978,95.08207337
new_115,16.96401611,597594,470266,597594,99.34171965,16.96401611,497594,470266,497594,99.41226849,0,597594,390490,597594,99.19087414,0,597594,390490,597594,99.19087414,0,597594,390490,597594,99.19087414,0,597594,390490,597594,99.19087414,16.96401611,470266,497594,99.41226849,0,597594,390490,597594,99.19087414
new_323,16.96401611,651994,470266,651994,96.48956854,16.96401611,564966,470266,564966,97.46872837,0,651994,390490,651994,94.6773617,0,651994,390490,651994,94.6773617,0,651994,390490,651994,94.6773617,0,651994,390490,651994,94.6773617,16.96401611,470266,564967,97.4687129,0,651994,390490,651994,94.6773617
new_19,16.96401611,686050,470266,686050,98.66717619,16.96401611,680979,470266,680979,99.28929018,0,686050,390490,686050,97.2096812,0,686050,390490,686050,97.2096812,0,686050,390490,686050,97.2096812,0,686050,390490,686050,97.2096812,20.38777549,490490,771914,99.54901151,0,686050,390490,686050,97.2096812
new_126,16.96401611,876987,470266,876987,94.97973423,16.96401611,876987,470266,876987,96.12037104,0,876986,390490,876986,94.00471825,0,876986,390490,876986,94.00471825,0,876986,390490,876986,94.00471825,0,876986,390490,876986,94.00471825,20.38777549,490490,876987,98.84647047,0,876986,390490,876986,94.00471825
new_506,16.96401611,876987,470266,876987,97.30340178,16.96401611,876987,470266,876987,97.04729349,0,876987,390490,876987,96.13078512,0,876987,390490,876987,96.13078512,0,876987,390490,876987,96.13078512,0,876987,390490,876987,96.13078512,20.38777549,490490,967922,96.72307611,0,876987,390490,876987,96.13078512
new_298,0,783934,486498,783934,97.79747178,17.05035652,760606,586498,760606,98.97421624,0,783934,486498,783934,97.79747178,0,783934,486498,783934,97.79747178,0,783934,486498,783934,97.79747178,0,783934,486498,783934,97.79747178,17.61894924,590546,752462,99.99993492,0,783934,486498,783934,97.79747178
new_227,17.01866363,749834,586274,749834,98.41440739,17.05035652,749834,586498,749834,98.79417195,0,756410,486498,756410,98.06423016,0,756410,486498,756410,98.06423016,0,756410,486498,756410,98.06423016,0,756410,486498,756410,98.06423016,17.05035652,586498,722771,99.671134,0,756410,486498,756410,98.06423016
