,NP_MAKESPAN,NP_C1,NP_C2,P_MAKESPAN,P_C1,P_C2,PT_MAKESPAN,PT_C1,PT_C2,jitter
1038,1291459.0,820230.0,1291459.0,1288684.0,759855.0,1288684.0,1279389.0,795592.0,1279389.0,0.3
1039,1227789.0,789787.0,1227789.0,1292298.0,737556.0,1292298.0,1278863.0,750163.0,1278863.0,0.3
1040,1204240.0,874538.0,1204240.0,1194033.0,721896.0,1194033.0,1254700.0,759317.0,1254700.0,0.3
1041,1215339.0,848793.0,1215339.0,1257479.0,734709.0,1257479.0,1217821.0,763556.0,1217821.0,0.3
1042,1200989.0,898960.0,1200989.0,1287638.0,722641.0,1287638.0,1306055.0,763786.0,1306055.0,0.3
1043,1262457.0,767153.0,1262457.0,1326266.0,737088.0,1326266.0,1268427.0,753437.0,1268427.0,0.3
1044,1245663.0,870430.0,1245663.0,1274578.0,676258.0,1274578.0,1251394.0,713514.0,1251394.0,0.3
1045,1243782.0,790151.0,1243782.0,1233164.0,726328.0,1233164.0,1234570.0,788781.0,1234570.0,0.3
1046,1278688.0,788151.0,1278688.0,1251256.0,711658.0,1251256.0,1292866.0,740245.0,1292866.0,0.3
1047,1245017.0,863042.0,1245017.0,1239395.0,731881.0,1239395.0,1240845.0,766993.0,1240845.0,0.3
1048,1240285.0,818377.0,1240285.0,1311850.0,731764.0,1311850.0,1316616.0,761626.0,1316616.0,0.3
1049,1219267.0,888221.0,1219267.0,1306290.0,686063.0,1306290.0,1221634.0,737157.0,1221634.0,0.3
1050,1240663.0,816857.0,1240663.0,1287018.0,717563.0,1287018.0,1241271.0,733183.0,1241271.0,0.3
1051,1237517.0,885917.0,1237517.0,1237790.0,714618.0,1237790.0,1259690.0,758168.0,1259690.0,0.3
1052,1232947.0,848339.0,1232947.0,1246989.0,753363.0,1246989.0,1237343.0,770834.0,1237343.0,0.3
1053,1277909.0,833581.0,1277909.0,1228454.0,706131.0,1228454.0,1281587.0,720238.0,1281587.0,0.3
1054,1253524.0,770067.0,1253524.0,1256852.0,730540.0,1256852.0,1251045.0,744439.0,1251045.0,0.3
1055,1256439.0,753538.0,1256439.0,1229754.0,713290.0,1229754.0,1261183.0,730208.0,1261183.0,0.3
1056,1230998.0,787656.0,1230998.0,1198496.0,752375.0,1198496.0,1206061.0,766543.0,1206061.0,0.3
1057,1309259.0,828503.0,1309259.0,1325003.0,715857.0,1325003.0,1289465.0,726257.0,1289465.0,0.3
1058,1180305.0,857073.0,1180305.0,1223595.0,724276.0,1223595.0,1168565.0,748678.0,1168565.0,0.3
1059,1303338.0,902579.0,1303338.0,1256175.0,739919.0,1256175.0,1292613.0,772740.0,1292613.0,0.3
1060,1273925.0,938124.0,1273925.0,1359273.0,779269.0,1359273.0,1306914.0,812099.0,1306914.0,0.3
1061,1227657.0,810414.0,1227657.0,1286726.0,720820.0,1286726.0,1273745.0,782896.0,1273745.0,0.3
1062,1238518.0,750836.0,1238518.0,1237731.0,716549.0,1237731.0,1272526.0,743572.0,1272526.0,0.3
1063,1260885.0,847825.0,1260885.0,1301056.0,739649.0,1301056.0,1331236.0,751930.0,1331236.0,0.3
1064,1222773.0,852701.0,1222773.0,1275367.0,731583.0,1275367.0,1258502.0,751021.0,1258502.0,0.3
1065,1220669.0,770189.0,1220669.0,1268032.0,726751.0,1268032.0,1272308.0,777268.0,1272308.0,0.3
1066,1261982.0,890044.0,1261982.0,1230984.0,761125.0,1230984.0,1313994.0,767671.0,1313994.0,0.3
1067,1266420.0,811296.0,1266420.0,1328323.0,701785.0,1328323.0,1312183.0,736076.0,1312183.0,0.3
1068,1223375.0,914275.0,1223375.0,1318609.0,726833.0,1318609.0,1240197.0,748628.0,1240197.0,0.3
1069,1270496.0,801882.0,1270496.0,1285752.0,715927.0,1285752.0,1236478.0,784842.0,1236478.0,0.3
1070,1277184.0,839702.0,1277184.0,1265081.0,724251.0,1265081.0,1233203.0,755529.0,1233203.0,0.3
1071,1252468.0,882741.0,1252468.0,1233204.0,721298.0,1233204.0,1244437.0,731271.0,1244437.0,0.3
1072,1241510.0,892223.0,1241510.0,1301025.0,735584.0,1301025.0,1257447.0,777708.0,1257447.0,0.3
1073,1237101.0,760874.0,1237101.0,1298532.0,708771.0,1298532.0,1262851.0,745847.0,1262851.0,0.3
1074,1245512.0,826570.0,1245512.0,1276689.0,710982.0,1276689.0,1320970.0,751447.0,1320970.0,0.3
1075,1227633.0,854766.0,1227633.0,1189039.0,733562.0,1189039.0,1247407.0,743312.0,1247407.0,0.3
1076,1204830.0,896803.0,1204830.0,1296538.0,743033.0,1296538.0,1223053.0,770150.0,1223053.0,0.3
1077,1219772.0,923244.0,1219772.0,1246399.0,704178.0,1246399.0,1284313.0,740739.0,1284313.0,0.3
1078,1267791.0,852229.0,1267791.0,1218892.0,705044.0,1218892.0,1275225.0,752901.0,1275225.0,0.3
1079,1214729.0,902890.0,1214729.0,1274054.0,723710.0,1274054.0,1215664.0,777041.0,1215664.0,0.3
1080,1229248.0,745975.0,1229248.0,1204597.0,697006.0,1204597.0,1224570.0,712554.0,1224570.0,0.3
1081,1210552.0,858117.0,1210552.0,1295516.0,685082.0,1295516.0,1228135.0,725617.0,1228135.0,0.3
1082,1192656.0,896030.0,1192656.0,1298059.0,718325.0,1298059.0,1201766.0,765386.0,1201766.0,0.3
1083,1251667.0,733465.0,1251667.0,1279551.0,696493.0,1279551.0,1248850.0,732297.0,1248850.0,0.3
1084,1241409.0,768576.0,1241409.0,1213405.0,745404.0,1213405.0,1253066.0,763057.0,1253066.0,0.3
1085,1247756.0,750059.0,1247756.0,1310246.0,716872.0,1310246.0,1245873.0,756017.0,1245873.0,0.3
1086,1247758.0,801983.0,1247758.0,1290914.0,717023.0,1290914.0,1240666.0,751518.0,1240666.0,0.3
1087,1198362.0,950370.0,1198362.0,1260151.0,752832.0,1260151.0,1302217.0,791413.0,1302217.0,0.3
1088,1248237.0,826582.0,1248237.0,1255314.0,714131.0,1255314.0,1326383.0,742425.0,1326383.0,0.3
1089,1283331.0,867979.0,1283331.0,1229387.0,699078.0,1229387.0,1242920.0,720869.0,1242920.0,0.3
1090,1262144.0,759939.0,1262144.0,1236994.0,735914.0,1236994.0,1267516.0,756110.0,1267516.0,0.3
1091,1211898.0,873964.0,1211898.0,1182236.0,725416.0,1182236.0,1218698.0,750532.0,1218698.0,0.3
1092,1234375.0,866524.0,1234375.0,1244782.0,742862.0,1244782.0,1241281.0,770044.0,1241281.0,0.3
1093,1258142.0,784533.0,1258142.0,1251364.0,724106.0,1251364.0,1203745.0,752463.0,1203745.0,0.3
1094,1274152.0,762904.0,1274152.0,1240035.0,723150.0,1240035.0,1230246.0,750424.0,1230246.0,0.3
1095,1228898.0,826677.0,1228898.0,1205823.0,706136.0,1205823.0,1250664.0,758541.0,1250664.0,0.3
1096,1234673.0,765657.0,1234673.0,1269966.0,697263.0,1269966.0,1222742.0,768074.0,1222742.0,0.3
1097,1323856.0,794604.0,1323856.0,1297437.0,777153.0,1297437.0,1293810.0,817589.0,1293810.0,0.3
1098,1244183.0,802307.0,1244183.0,1235891.0,710131.0,1235891.0,1252299.0,723582.0,1252299.0,0.3
1099,1259554.0,724056.0,1259554.0,1321954.0,708280.0,1321954.0,1258696.0,730505.0,1258696.0,0.3
1100,1278766.0,821695.0,1278766.0,1225187.0,731473.0,1225187.0,1229516.0,772961.0,1229516.0,0.3
1101,1245789.0,860731.0,1245789.0,1273080.0,733632.0,1273080.0,1248629.0,745018.0,1248629.0,0.3
1102,1282325.0,844877.0,1282325.0,1252285.0,728975.0,1252285.0,1261873.0,769551.0,1261873.0,0.3
1103,1216935.0,836293.0,1216935.0,1279727.0,720625.0,1279727.0,1274550.0,753185.0,1274550.0,0.3
1104,1271259.0,831041.0,1271259.0,1267334.0,733341.0,1267334.0,1262709.0,749314.0,1262709.0,0.3
1105,1251547.0,886304.0,1251547.0,1311376.0,740145.0,1311376.0,1269034.0,752911.0,1269034.0,0.3
1106,1250847.0,790327.0,1250847.0,1261390.0,707068.0,1261390.0,1230595.0,763390.0,1230595.0,0.3
1107,1220632.0,875591.0,1220632.0,1255587.0,744915.0,1255587.0,1224119.0,761251.0,1224119.0,0.3
1108,1149997.0,902353.0,1149997.0,1228330.0,710006.0,1228330.0,1302550.0,745244.0,1302550.0,0.3
1109,1253744.0,837974.0,1253744.0,1297124.0,735708.0,1297124.0,1325194.0,771258.0,1325194.0,0.3
1110,1220703.0,920571.0,1220703.0,1227741.0,735605.0,1227741.0,1201393.0,761699.0,1201393.0,0.3
1111,1211502.0,749507.0,1211502.0,1241779.0,726722.0,1241779.0,1182731.0,765463.0,1182731.0,0.3
1112,1237868.0,784079.0,1237868.0,1253160.0,737264.0,1253160.0,1375218.0,764674.0,1375218.0,0.3
1113,1226891.0,870806.0,1226891.0,1296382.0,747930.0,1296382.0,1278463.0,761106.0,1278463.0,0.3
1114,1251713.0,868425.0,1251713.0,1311315.0,727581.0,1311315.0,1240753.0,752758.0,1240753.0,0.3
1115,1224830.0,779627.0,1224830.0,1198032.0,745056.0,1198032.0,1222152.0,772062.0,1222152.0,0.3
1116,1265706.0,831560.0,1265706.0,1301173.0,694339.0,1301173.0,1246161.0,781649.0,1246161.0,0.3
1117,1251257.0,926484.0,1251257.0,1259912.0,755060.0,1259912.0,1289475.0,765421.0,1289475.0,0.3
1118,1246082.0,863402.0,1246082.0,1267509.0,681562.0,1267509.0,1250201.0,734021.0,1250201.0,0.3
