,improve,makespan1,makespan2,makespan3,number_of_edges,number_of_nodes,priotime,type1,type2,type3,,
246,98.98860741,2546,2546,2546,8669,302,6.582900524,6.683430433,6.933165073,0.06759572,TRUE,TRUE
247,99.11439302,2523,2523,2523,5685,302,5.312036753,5.8729496,5.50480485,0.052011251,TRUE,TRUE
248,99.05938197,2520,2520,2520,8278,302,6.525505543,6.626343012,6.825399637,0.062328577,TRUE,TRUE
249,99.07273654,2523,2523,2523,7646,302,6.234889746,6.634458303,6.27481699,0.061518908,TRUE,TRUE
250,99.12003318,2538,2538,2538,8526,302,6.801302195,7.060029984,6.982061148,0.062125921,TRUE,TRUE
251,99.05811891,2502,2502,2502,7195,302,5.823904514,6.318965912,6.51551795,0.059517145,TRUE,TRUE
252,92.40744595,1016,1016,1016,31,32,0.022509336,0.026345968,0.026218414,0.002000332,TRUE,TRUE
253,89.33596496,747,747,747,39,32,0.024003983,0.028145552,0.026376009,0.003001451,TRUE,TRUE
254,92.59040134,414,414,414,41,32,0.022010565,0.026999712,0.026511669,0.00200057,TRUE,TRUE
255,92.42764683,1033,1033,1033,31,32,0.024006128,0.026633501,0.025217533,0.002016783,TRUE,TRUE
256,89.28577509,705,705,705,37,32,0.024677992,0.02800703,0.02718997,0.003000736,TRUE,TRUE
257,92.51088098,394,394,394,41,32,0.022022486,0.027005911,0.026507616,0.002022505,TRUE,TRUE
258,92.31839739,966,966,966,31,32,0.023004293,0.026040554,0.027529716,0.002000332,TRUE,TRUE
259,92.17293071,758,758,758,38,32,0.023162603,0.026592255,0.027006149,0.002081394,TRUE,TRUE
260,88.40547723,500,500,500,40,32,0.814320564,0.027005434,0.04702425,0.003131151,TRUE,TRUE
261,92.49720545,958,958,958,31,32,0.030091286,0.026661158,0.027184486,0.002000332,TRUE,TRUE
262,92.87678208,680,680,680,37,32,0.023826838,0.028095245,0.027006149,0.002001286,TRUE,TRUE
263,92.6639441,425,425,425,41,32,0.022004604,0.02726388,0.027007103,0.002000093,TRUE,TRUE
264,93.33365116,437,437,437,42,32,0.021565914,0.030006409,0.028112888,0.002000332,TRUE,TRUE
265,91.36438734,280,280,280,43,32,0.022362232,0.029005766,0.026006937,0.002504826,TRUE,TRUE
266,92.37591553,295,295,295,46,32,0.024006367,0.026237011,0.028510332,0.002000332,TRUE,TRUE
267,92.72900598,392,392,392,41,32,0.023023129,0.02751112,0.027006626,0.002000332,TRUE,TRUE
268,92.70209645,355,355,355,41,32,0.021454334,0.027635098,0.025060415,0.002016783,TRUE,TRUE
269,92.73080223,273,273,273,43,32,0.024006844,0.027511358,0.027223587,0.001999855,TRUE,TRUE
270,93.10296644,452,452,452,53,32,0.023072958,0.029006243,0.030079603,0.00200057,TRUE,TRUE
271,97.57582236,311,311,311,56,32,0.02400589,0.08252573,0.029006243,0.00200057,TRUE,TRUE
272,92.85531871,318,318,318,52,32,0.022628546,0.028007507,0.027513266,0.002001047,TRUE,TRUE
273,92.77931735,416,416,416,57,32,0.024005413,0.027702808,0.028006315,0.002000332,TRUE,TRUE
274,92.88620988,405,405,405,59,32,0.02251029,0.028122425,0.07630825,0.00200057,TRUE,TRUE
275,94.02509263,273,273,273,54,32,0.024485826,0.033654451,0.026283503,0.002010822,TRUE,TRUE
276,93.10390176,269,269,269,56,32,0.02461648,0.02900672,0.027006388,0.002000332,TRUE,TRUE
277,92.79491057,276,276,276,61,32,0.024127007,0.029006958,0.028512001,0.002089977,TRUE,TRUE
278,93.02547315,262,262,262,67,32,0.023005486,0.030006886,0.027043343,0.002092838,TRUE,TRUE
279,92.8934311,254,254,254,63,32,0.023117065,0.028157711,0.025509596,0.002001047,TRUE,TRUE
280,92.94305269,249,249,249,61,32,0.02304244,0.02870369,0.026524067,0.002025604,TRUE,TRUE
281,92.62417582,265,265,265,60,32,0.075520754,0.027120113,0.026510477,0.002000332,TRUE,TRUE
282,92.98047483,267,267,267,99,32,0.025006533,0.02850008,0.029365778,0.00200057,TRUE,TRUE
283,93.33370412,265,265,265,97,32,0.026006222,0.030006647,0.030009031,0.002000332,TRUE,TRUE
284,93.33301552,283,283,283,111,32,0.026005745,0.030007124,0.031007528,0.00200057,TRUE,TRUE
285,93.89986767,253,253,253,139,32,0.028243303,0.032791615,0.031104088,0.002000332,TRUE,TRUE
286,93.14925337,263,263,263,115,32,0.029510975,0.029202223,0.031007528,0.00200057,TRUE,TRUE
287,90.0686553,265,265,265,130,32,0.027006626,0.030212402,0.093526363,0.003000498,TRUE,TRUE
288,98.25339235,11879,11879,11879,351,352,3.08641386,3.245637178,3.232897282,0.056688547,TRUE,TRUE
289,98.1675489,8057,8057,8057,443,352,3.128541708,3.356984138,3.408206463,0.061515093,TRUE,TRUE
290,98.43770188,4584,4584,4584,463,352,3.121028423,3.297529936,3.263437986,0.051517248,TRUE,TRUE
291,98.31775088,11576,11576,11576,351,352,2.835435629,3.402233839,3.127883911,0.057234049,TRUE,TRUE
292,98.3452608,7614,7614,7614,435,352,2.879640102,3.596826553,3.30958271,0.059518099,TRUE,TRUE
293,98.31589312,4679,4679,4679,469,352,3.153846264,3.26659441,3.251173735,0.055012941,TRUE,TRUE
294,98.43692696,11632,11632,11632,351,352,2.843118906,3.615846157,3.29390049,0.056518316,TRUE,TRUE
295,98.22046973,8048,8048,8048,442,352,3.198750496,3.260015488,3.50450635,0.058012962,TRUE,TRUE
296,98.22988088,4952,4952,4952,456,352,3.126444578,3.268296719,3.471531153,0.057852745,TRUE,TRUE
297,98.26606434,11918,11918,11918,351,352,2.875489473,3.230430365,3.43992424,0.056013584,TRUE,TRUE
298,98.17408894,7848,7848,7848,438,352,3.147895813,3.331794262,3.296281815,0.0608356,TRUE,TRUE
299,98.47991894,4684,4684,4684,456,352,2.946397305,3.454814672,3.118910789,0.052515984,TRUE,TRUE
300,98.90529791,3006,3006,3006,618,352,2.990384817,3.712523222,3.367419243,0.040641069,TRUE,TRUE
301,98.71723181,2920,2920,2920,629,352,3.244530916,3.352923393,3.388098717,0.043010235,TRUE,TRUE
302,98.83022232,2868,2868,2868,650,352,3.004238844,3.748876572,3.224218369,0.043853521,TRUE,TRUE
303,98.88626031,2940,2940,2940,596,352,2.974370241,3.719706774,3.383319855,0.041427851,TRUE,TRUE
304,98.705093,3020,3020,3020,624,352,3.308365345,3.367761612,3.335963488,0.043609381,TRUE,TRUE
305,98.77257281,2958,2958,2958,606,352,2.972439528,3.515906572,3.54184556,0.043155193,TRUE,TRUE
306,98.85557699,3017,3017,3017,1518,352,3.886035442,3.982847691,3.855154753,0.045580626,TRUE,TRUE
307,98.95437793,2963,2963,2963,1442,352,3.58481288,4.209449291,3.928510904,0.044014931,TRUE,TRUE
308,98.98644538,2902,2902,2902,1738,352,3.800908804,4.460198402,4.156616688,0.045206547,TRUE,TRUE
309,98.95472041,2911,2911,2911,1439,352,3.591976404,4.444051266,3.936341524,0.046452761,TRUE,TRUE
310,92.64639878,2917,2917,2917,1460,352,3.680274248,4.199169874,3.72755146,0.308790207,TRUE,TRUE
311,98.92211959,2957,2957,2957,1563,352,4.002002239,4.087739706,4.137548923,0.044060946,TRUE,TRUE
312,98.86947472,2988,2988,2988,1888,352,3.927983284,4.291649342,4.495532513,0.048518181,TRUE,TRUE
313,98.9700542,2940,2940,2940,2724,352,4.595975399,4.952978373,4.693444014,0.051012993,TRUE,TRUE
314,98.87849532,2936,2936,2936,2657,352,4.249530077,4.61966753,4.899945021,0.051809788,TRUE,TRUE
315,98.94742687,2929,2929,2929,2732,352,4.567312479,5.010813951,4.767295599,0.052742481,TRUE,TRUE
316,99.01285377,2933,2933,2933,3165,352,4.650281429,5.440693378,5.07927537,0.0537076,TRUE,TRUE
317,99.0221446,2959,2959,2959,2858,352,4.52640605,5.216848135,4.897724628,0.051013231,TRUE,TRUE
318,99.11652004,2936,2936,2936,10951,352,9.03417182,10.03469491,10.18775201,0.088654518,TRUE,TRUE
319,99.06589315,2905,2905,2905,7059,352,7.543118715,7.612263203,7.879336596,0.071106672,TRUE,TRUE
320,99.19956436,2892,2892,2892,12307,352,10.44536829,11.34633064,10.77177715,0.090820074,TRUE,TRUE
321,99.16104066,2925,2925,2925,11112,352,9.908877611,10.11264896,10.22276306,0.084841013,TRUE,TRUE
322,99.20115764,2932,2932,2932,10130,352,8.778133869,9.954761028,9.479326725,0.079522848,TRUE,TRUE
323,99.16947136,2994,2994,2994,11780,352,9.783586025,10.53868508,10.8367219,0.087526798,TRUE,TRUE
324,98.37793289,13313,13313,13313,401,402,4.49102664,4.916452169,4.680686712,0.079748154,TRUE,TRUE
325,98.40962272,8807,8807,8807,505,402,3.902132034,4.636381149,4.457041979,0.073735952,TRUE,TRUE
326,98.46874196,5690,5690,5690,523,402,3.799127817,4.623684645,4.39183712,0.070800543,TRUE,TRUE
327,98.35523969,13442,13442,13442,401,402,4.100043535,4.32767415,4.303399801,0.071179867,TRUE,TRUE
328,98.42691348,8769,8769,8769,502,402,3.738637209,4.677566767,4.240222692,0.073582172,TRUE,TRUE
329,98.50655591,5277,5277,5277,519,402,3.737216949,4.431351185,4.426053762,0.066179752,TRUE,TRUE
330,98.37883319,13686,13686,13686,401,402,3.696092129,4.473410606,4.252937555,0.072521448,TRUE,TRUE
331,98.27191525,9178,9178,9178,506,402,4.016996861,4.235102415,4.567647219,0.073186159,TRUE,TRUE
332,98.53021021,5382,5382,5382,535,402,3.831299782,4.502748966,4.306216717,0.066180944,TRUE,TRUE
333,98.41068284,13691,13691,13691,401,402,4.019689322,4.449707031,4.28861475,0.070719957,TRUE,TRUE
334,98.27271459,8994,8994,8994,504,402,3.792888165,4.43040204,4.272015333,0.076525688,TRUE,TRUE
335,98.4896605,5564,5564,5564,525,402,4.035685778,4.452957869,4.263454676,0.067254782,TRUE,TRUE
336,98.76002706,3318,3318,3318,742,402,3.940940619,4.372211456,4.674895287,0.054214239,TRUE,TRUE
337,98.84606558,3324,3324,3324,709,402,3.910062313,4.598083019,4.380556583,0.053058863,TRUE,TRUE
338,98.80447939,3382,3382,3382,761,402,4.231068134,4.644006729,4.495125771,0.055520058,TRUE,TRUE
339,98.81647942,3301,3301,3301,702,402,4.238564491,4.350141764,4.716821671,0.051484823,TRUE,TRUE
340,98.87942008,3321,3321,3321,683,402,4.16759634,4.646458387,4.412354231,0.05206728,TRUE,TRUE
341,98.85305109,3345,3345,3345,717,402,4.195431471,4.666123867,4.37546277,0.053518057,TRUE,TRUE
342,99.04978568,3399,3399,3399,1702,402,4.649700642,5.737541199,5.197902441,0.054518938,TRUE,TRUE
343,98.94153639,3369,3369,3369,1725,402,5.199663401,5.212615252,5.487210274,0.055173635,TRUE,TRUE
344,98.97519037,3346,3346,3346,1742,402,4.804582834,5.478155136,5.17086935,0.056140661,TRUE,TRUE
345,98.97795041,3438,3438,3438,1641,402,5.122843266,5.298700809,5.116868734,0.05415535,TRUE,TRUE
346,98.96032103,3352,3352,3352,1722,402,5.16415143,5.215090513,5.241602421,0.0542202,TRUE,TRUE
347,98.95979626,3399,3399,3399,1754,402,5.258620739,5.267285109,5.658035278,0.054790497,TRUE,TRUE
348,98.66126879,3345,3345,3345,3734,402,6.419403791,6.540249586,6.730231047,0.087556362,TRUE,TRUE
349,98.94856982,3503,3503,3503,2219,402,5.009712696,5.932198286,5.923469543,0.062372923,TRUE,TRUE
350,99.05837733,3352,3352,3352,4413,402,6.470184565,7.383100748,7.076164961,0.06952095,TRUE,TRUE
351,99.06268628,3284,3284,3284,3951,402,6.123039961,7.156929493,6.734862089,0.067082882,TRUE,TRUE
352,99.06561494,3402,3402,3402,4042,402,6.772536278,7.012052536,7.229857445,0.065519571,TRUE,TRUE
353,99.0453165,3364,3364,3364,3780,402,6.561867476,6.772358418,7.050510168,0.064654589,TRUE,TRUE
354,99.17988122,3325,3325,3325,11702,402,11.30843425,12.29922152,12.43390012,0.100868225,TRUE,TRUE
355,99.29630272,3383,3383,3383,15418,402,14.1785481,15.78054523,15.40918446,0.111047268,TRUE,TRUE
356,99.34330693,3382,3382,3382,16411,402,14.93588328,17.62032461,15.85350537,0.115711451,TRUE,TRUE
357,99.20896211,3350,3350,3350,13432,402,13.86254144,14.01840115,13.86232471,0.110890865,TRUE,TRUE
358,99.27094458,3426,3426,3426,14360,402,14.28289628,14.90058446,15.08292556,0.108633518,TRUE,TRUE
359,99.29145468,3336,3336,3336,14216,402,13.5991025,15.31767464,14.55506587,0.108532667,TRUE,TRUE
360,93.22392489,1299,1299,1299,41,42,0.039011002,0.044512987,0.043135881,0.003016233,TRUE,TRUE
361,92.94153932,811,811,811,49,42,0.04000926,0.042515993,0.043009043,0.003000975,TRUE,TRUE
362,93.3735634,493,493,493,53,42,0.039008617,0.045514584,0.048189878,0.003015995,TRUE,TRUE
363,93.29743721,1189,1189,1189,41,42,0.039010048,0.044766426,0.04501009,0.003000498,TRUE,TRUE
364,89.01273885,870,870,870,50,42,0.038007259,0.045516968,0.044010162,0.005001068,TRUE,TRUE
365,93.41537302,664,664,664,54,42,0.038174868,0.045568228,0.043044806,0.003000498,TRUE,TRUE
366,94.07607674,1300,1300,1300,41,42,0.070015907,0.050706863,0.043010712,0.003003836,TRUE,TRUE
367,95.48315221,899,899,899,51,42,0.038010836,0.044512987,0.04604578,0.002010584,TRUE,TRUE
368,95.45442234,531,531,531,54,42,0.093700886,0.044011354,0.044513702,0.00200057,TRUE,TRUE
369,93.0231269,1378,1378,1378,41,42,0.037009478,0.043009758,0.044515133,0.003000736,TRUE,TRUE
370,97.07991114,923,923,923,51,42,0.038513184,0.102818966,0.045189142,0.003002405,TRUE,TRUE
371,93.25991944,541,541,541,55,42,0.038010597,0.044513702,0.043586969,0.003000259,TRUE,TRUE
372,93.71193613,422,422,422,60,42,0.040009975,0.047721148,0.095802784,0.003000736,TRUE,TRUE
373,93.47659367,439,439,439,56,42,0.03712225,0.046010494,0.044515133,0.003001451,TRUE,TRUE
374,95.74458374,370,370,370,59,42,0.038009882,0.047012329,0.100753069,0.00200057,TRUE,TRUE
375,95.60509788,414,414,414,55,42,0.038008213,0.045514822,0.043009281,0.002000332,TRUE,TRUE
376,95.71036394,340,340,340,55,42,0.038820505,0.046637297,0.043009996,0.00200057,TRUE,TRUE
377,95.58555809,349,349,349,56,42,0.03953886,0.045313358,0.044515133,0.002000332,TRUE,TRUE
378,93.61702128,432,432,432,90,42,0.041513205,0.04726553,0.046563148,0.003016949,TRUE,TRUE
379,95.61995418,357,357,357,85,42,0.039170504,0.04568553,0.046043873,0.002001047,TRUE,TRUE
380,95.74489667,406,406,406,79,42,0.041514397,0.047010183,0.105072975,0.002000332,TRUE,TRUE
381,91.14587963,494,494,494,79,42,0.038133383,0.0455935,0.046068668,0.004036903,TRUE,TRUE
382,93.54891619,378,378,378,85,42,0.040008545,0.046515226,0.102561951,0.003000736,TRUE,TRUE
383,91.49435542,346,346,346,91,42,0.039514303,0.047032595,0.050351381,0.004000425,TRUE,TRUE
384,98.05487705,360,360,360,84,42,0.03907752,0.10375762,0.046629429,0.002018213,TRUE,TRUE
385,93.21555075,337,337,337,92,42,0.039723158,0.044222593,0.046024561,0.003000259,TRUE,TRUE
386,96.80824627,351,351,351,82,42,0.040741444,0.094022751,0.046514273,0.003000975,TRUE,TRUE
387,91.57831356,350,350,350,83,42,0.038009405,0.047515631,0.045009851,0.004001617,TRUE,TRUE
388,93.61750685,354,354,354,92,42,0.09389019,0.047011375,0.043516159,0.003000498,TRUE,TRUE
389,93.75046555,368,368,368,89,42,0.040113926,0.048011541,0.046515226,0.003000498,TRUE,TRUE
390,96.33035949,343,343,343,222,42,0.048010588,0.054516792,0.053517342,0.00200057,TRUE,TRUE
391,94.48289768,365,365,365,198,42,0.046176195,0.054389715,0.118037939,0.003000736,TRUE,TRUE
392,93.85081768,338,338,338,163,42,0.044514179,0.049233198,0.050519466,0.003027439,TRUE,TRUE
393,94.17327527,342,342,342,180,42,0.098197937,0.052011013,0.049518585,0.003030539,TRUE,TRUE
394,92.33530637,343,343,343,178,42,0.04552865,0.052202225,0.050684929,0.004001141,TRUE,TRUE
395,94.73745834,353,353,353,235,42,0.047515631,0.057016134,0.055516005,0.003000498,TRUE,TRUE
396,97.65972715,1567,1567,1567,51,52,0.058517933,0.128242016,0.067017078,0.003001213,TRUE,TRUE
397,94.07382036,1230,1230,1230,64,52,0.058519125,0.06752038,0.067015648,0.004001379,TRUE,TRUE
398,93.79880196,694,694,694,67,52,0.056325912,0.064518213,0.063702106,0.004000902,TRUE,TRUE
399,97.65246132,1659,1659,1659,51,52,0.055516243,0.127824783,0.063577652,0.003000736,TRUE,TRUE
400,93.83998796,1180,1180,1180,63,52,0.056578875,0.064961195,0.067715168,0.004001617,TRUE,TRUE
401,93.99438668,712,712,712,67,52,0.058874369,0.067278385,0.080067396,0.00404048,TRUE,TRUE
402,97.82499715,1695,1695,1695,51,52,0.055516243,0.137920856,0.064320564,0.002999783,TRUE,TRUE
403,94.80932427,1278,1278,1278,62,52,0.057013273,0.067708492,0.068619251,0.003514528,TRUE,TRUE
404,95.56746041,784,784,784,71,52,0.064265251,0.069515944,0.064365387,0.003081322,TRUE,TRUE
405,96.76872649,1691,1691,1691,51,52,0.061965466,0.128016472,0.065241098,0.004136562,TRUE,TRUE
406,94.00216582,954,954,954,64,52,0.058720589,0.066709757,0.065279722,0.004001141,TRUE,TRUE
407,95.57236599,726,726,726,66,52,0.063534975,0.067762136,0.064562082,0.003000259,TRUE,TRUE
408,97.64428144,441,441,441,78,52,0.061272621,0.127350569,0.064101219,0.003000021,TRUE,TRUE
409,95.98905098,468,468,468,73,52,0.060250044,0.075342655,0.072105408,0.003021955,TRUE,TRUE
410,94.61199443,455,455,455,73,52,0.061468124,0.075140715,0.064412832,0.004048586,TRUE,TRUE
411,95.28834025,530,530,530,70,52,0.125773668,0.063697577,0.069020987,0.003001213,TRUE,TRUE
412,95.26954865,402,402,402,73,52,0.058824062,0.08460784,0.066014528,0.004002333,TRUE,TRUE
413,91.56505018,420,420,420,70,52,0.057518482,0.071169853,0.071520329,0.006003141,TRUE,TRUE
414,95.46013162,681,681,681,111,52,0.126351357,0.068870306,0.072174072,0.003126621,TRUE,TRUE
415,96.78057373,513,513,513,116,52,0.06230092,0.139951468,0.070192337,0.004505634,TRUE,TRUE
416,96.22944817,414,414,414,101,52,0.063402176,0.080089331,0.137851,0.00301981,TRUE,TRUE
417,94.61111613,601,601,601,118,52,0.061346769,0.076522112,0.083770037,0.004123688,TRUE,TRUE
418,95.75740616,504,504,504,109,52,0.061727047,0.070717573,0.069271564,0.003000259,TRUE,TRUE
419,95.62107036,430,430,430,112,52,0.128090143,0.068521261,0.069725275,0.003000498,TRUE,TRUE
420,97.13840912,415,415,415,121,52,0.062280655,0.139822245,0.067520618,0.004001141,TRUE,TRUE
421,95.69798759,446,446,446,109,52,0.061518908,0.069757462,0.067195892,0.003000975,TRUE,TRUE
422,95.71533377,443,443,443,115,52,0.060697556,0.070195675,0.066358566,0.00300765,TRUE,TRUE
423,95.88294559,438,438,438,109,52,0.060846329,0.072885513,0.067015648,0.003000736,TRUE,TRUE
424,97.87632803,395,395,395,114,52,0.059583426,0.141333103,0.068158627,0.003001451,TRUE,TRUE
425,95.75282931,417,417,417,120,52,0.062228441,0.070658207,0.133701563,0.003000975,TRUE,TRUE
426,95.35725111,435,435,435,299,52,0.077153206,0.086524487,0.145953894,0.004017115,TRUE,TRUE
427,96.49663888,415,415,415,284,52,0.076403618,0.085653067,0.140955448,0.003000736,TRUE,TRUE
428,95.11189583,419,419,419,293,52,0.094796419,0.081830263,0.08409667,0.003999949,TRUE,TRUE
429,96.45818056,413,413,413,268,52,0.072188616,0.085180759,0.079835176,0.003016949,TRUE,TRUE
430,94.75830841,437,437,437,306,52,0.076711416,0.085930347,0.082517147,0.004504204,TRUE,TRUE
431,95.51682593,461,461,461,321,52,0.145650625,0.089247942,0.082717896,0.004001141,TRUE,TRUE
432,95.56164427,1985,1985,1985,61,62,0.143291473,0.090149164,0.090526819,0.004001141,TRUE,TRUE
433,95.64448989,1499,1499,1499,74,62,0.148983002,0.091869354,0.093526363,0.004001379,TRUE,TRUE
434,97.68395041,842,842,842,80,62,0.080533266,0.17270565,0.093527317,0.003999949,TRUE,TRUE
435,96.65925533,2083,2083,2083,61,62,0.078524113,0.15205431,0.08983016,0.005079746,TRUE,TRUE
436,94.54350139,1428,1428,1428,76,62,0.080028057,0.091662169,0.16719842,0.005001545,TRUE,TRUE
437,94.58426697,840,840,840,85,62,0.081830978,0.093527555,0.159498692,0.005065203,TRUE,TRUE
438,95.72221004,2032,2032,2032,61,62,0.081762314,0.093527317,0.090526819,0.004000902,TRUE,TRUE
439,94.60241684,1400,1400,1400,75,62,0.080792665,0.092592001,0.091793776,0.00499773,TRUE,TRUE
440,95.66684829,879,879,879,83,62,0.081680536,0.09232688,0.091725349,0.004000664,TRUE,TRUE
441,94.6124896,2069,2069,2069,61,62,0.078681469,0.093694448,0.101711988,0.005047798,TRUE,TRUE
442,95.75280194,1524,1524,1524,72,62,0.082951784,0.094195366,0.092971802,0.004000664,TRUE,TRUE
443,95.69784969,779,779,779,83,62,0.153397799,0.093003273,0.091314554,0.004001141,TRUE,TRUE
444,95.72886895,543,543,543,89,62,0.152053833,0.093678713,0.091804266,0.004001141,TRUE,TRUE
445,97.58674478,525,525,525,92,62,0.07890439,0.165838003,0.092548132,0.004002094,TRUE,TRUE
446,97.38623282,525,525,525,95,62,0.079523325,0.153052092,0.091654062,0.004000425,TRUE,TRUE
447,98.06096146,528,528,528,87,62,0.079593182,0.154741526,0.091527462,0.003000498,TRUE,TRUE
448,95.58662288,510,510,510,84,62,0.080741882,0.090675592,0.156775475,0.004001856,TRUE,TRUE
449,95.56508619,500,500,500,82,62,0.079532385,0.090224504,0.159801006,0.004001379,TRUE,TRUE
450,96.01377779,571,571,571,139,62,0.084877968,0.101127863,0.161835194,0.004031181,TRUE,TRUE
451,97.42829686,518,518,518,161,62,0.092066288,0.155555487,0.097920656,0.004000425,TRUE,TRUE
452,97.75588177,538,538,538,155,62,0.086912394,0.17828393,0.096697569,0.004000902,TRUE,TRUE
453,95.12182644,548,548,548,151,62,0.143223047,0.102529049,0.095973969,0.005001545,TRUE,TRUE
454,96.32817296,541,541,541,144,62,0.166722536,0.109143972,0.099976063,0.004007578,TRUE,TRUE
455,95.98778715,535,535,535,151,62,0.090527058,0.099718094,0.097407579,0.004000902,TRUE,TRUE
456,94.78128258,530,530,530,136,62,0.085525274,0.095834017,0.099607229,0.005001307,TRUE,TRUE
457,95.84513599,550,550,550,145,62,0.085934401,0.096288681,0.103700399,0.004000664,TRUE,TRUE
458,95.66847838,535,535,535,122,62,0.084629774,0.094794512,0.094617367,0.004106045,TRUE,TRUE
459,95.92464604,519,519,519,157,62,0.088524818,0.098728895,0.172738552,0.004023552,TRUE,TRUE
460,96.02609011,511,511,511,155,62,0.087526083,0.100667238,0.174548864,0.004000425,TRUE,TRUE
461,95.97650422,526,526,526,154,62,0.090021849,0.099402905,0.163353443,0.003999472,TRUE,TRUE
462,96.42810986,521,521,521,318,62,0.155571699,0.112531424,0.110281229,0.004019499,TRUE,TRUE
463,96.42054109,492,492,492,323,62,0.105528355,0.111760616,0.111151457,0.004000425,TRUE,TRUE
464,95.97560578,482,482,482,353,62,0.131536245,0.124280691,0.193985939,0.005001545,TRUE,TRUE
465,97.77164322,489,489,489,392,62,0.110656738,0.179555655,0.117708683,0.004001141,TRUE,TRUE
466,96.65984488,541,541,541,375,62,0.168934822,0.119760513,0.120535612,0.004000187,TRUE,TRUE
467,95.71520184,527,527,527,377,62,0.107839346,0.116738796,0.187442303,0.005002022,TRUE,TRUE
468,95.80749283,2261,2261,2261,71,72,0.104243279,0.119291544,0.185321569,0.005001307,TRUE,TRUE
469,97.26563519,1561,1561,1561,90,72,0.106532335,0.182879448,0.123300314,0.005000591,TRUE,TRUE
470,95.21713359,1004,1004,1004,96,72,0.163041353,0.125493526,0.12372303,0.006002188,TRUE,TRUE
471,95.89448096,2541,2541,2541,71,72,0.10681057,0.121813297,0.142980337,0.005001068,TRUE,TRUE
472,95.23234007,1583,1583,1583,84,72,0.107820988,0.125858784,0.122349501,0.006000519,TRUE,TRUE
473,96.0282807,847,847,847,92,72,0.10673213,0.125916958,0.196820974,0.005001068,TRUE,TRUE
474,97.26670384,2330,2330,2330,71,72,0.107842684,0.184739113,0.119845152,0.005049467,TRUE,TRUE
475,96.90697457,1442,1442,1442,86,72,0.10944128,0.194055557,0.119531631,0.006002188,TRUE,TRUE
476,95.48275165,892,892,892,95,72,0.170935631,0.122717857,0.122883081,0.00554347,TRUE,TRUE
477,95.86244102,2293,2293,2293,71,72,0.107787132,0.121532679,0.118764162,0.005028486,TRUE,TRUE
478,94.34572316,1646,1646,1646,86,72,0.108708858,0.126536131,0.119230747,0.007154703,TRUE,TRUE
479,96.10041265,986,986,986,94,72,0.106745005,0.128264427,0.194072485,0.005001783,TRUE,TRUE
480,97.5811446,711,711,711,102,72,0.109464884,0.186714888,0.122807264,0.004516363,TRUE,TRUE
481,96.81982731,583,583,583,108,72,0.182892799,0.126384974,0.127946377,0.00401926,TRUE,TRUE
482,96.00695304,592,592,592,111,72,0.111051083,0.125226498,0.121536255,0.005000353,TRUE,TRUE
483,96.70817092,600,600,600,95,72,0.105755091,0.121533155,0.201677084,0.004000664,TRUE,TRUE
484,97.3349796,607,607,607,97,72,0.111744165,0.187691689,0.126226902,0.005002022,TRUE,TRUE
485,97.87875306,600,600,600,98,72,0.105530262,0.190881252,0.120504856,0.004049063,TRUE,TRUE
486,96.03923753,751,751,751,139,72,0.174806595,0.126265287,0.126453161,0.005001068,TRUE,TRUE
487,97.12575855,596,596,596,188,72,0.119681358,0.139198542,0.211309433,0.004000902,TRUE,TRUE
488,96.86875603,577,577,577,139,72,0.169426441,0.127796412,0.12832427,0.004001617,TRUE,TRUE
489,96.2034183,731,731,731,164,72,0.113255739,0.13172555,0.212548018,0.005001068,TRUE,TRUE
490,97.44325384,637,637,637,169,72,0.114993811,0.19562149,0.127535582,0.005001545,TRUE,TRUE
491,94.6189308,568,568,568,184,72,0.117533922,0.132654905,0.204802513,0.007138252,TRUE,TRUE
492,97.34591771,579,579,579,137,72,0.114680767,0.188420296,0.122977972,0.00500083,TRUE,TRUE
493,95.95622833,582,582,582,171,72,0.182163239,0.127434969,0.128234386,0.005153179,TRUE,TRUE
494,95.42104322,605,605,605,197,72,0.119682312,0.131946325,0.208843946,0.006041765,TRUE,TRUE
495,96.16823234,592,592,592,195,72,0.17371273,0.133091927,0.130547047,0.005099773,TRUE,TRUE
496,96.20694207,597,597,597,185,72,0.118779659,0.131860495,0.197936296,0.005001545,TRUE,TRUE
497,96.66812794,620,620,620,201,72,0.191923141,0.150105,0.131206751,0.005001307,TRUE,TRUE
498,96.46723879,585,585,585,553,72,0.158156872,0.169914246,0.251718283,0.006002665,TRUE,TRUE
499,96.69702358,570,570,570,321,72,0.184070349,0.154197216,0.148808956,0.005093098,TRUE,TRUE
