,NP_MAKESPAN,NP_C1,NP_C2,P_MAKESPAN,P_C1,P_C2,PT_MAKESPAN,PT_C1,PT_C2
49,1104064.0,666288.0,1104064.0,1207936.0,659627.0,1207936.0,1105114.0,662893.0,1105114.0
50,1104780.0,671167.0,1104780.0,1201840.0,663177.0,1201840.0,1107576.0,664273.0,1107576.0
51,1111247.0,681537.0,1111247.0,1234857.0,675880.0,1234857.0,1121307.0,682805.0,1121307.0
52,1099251.0,675154.0,1099251.0,1230697.0,671051.0,1230697.0,1097644.0,673665.0,1097644.0
53,1104947.0,691888.0,1104947.0,1177202.0,671495.0,1177202.0,1166649.0,675256.0,1166649.0
54,1108333.0,676792.0,1108333.0,1205850.0,667038.0,1205850.0,1115084.0,679034.0,1115084.0
55,1105525.0,674150.0,1105525.0,1232179.0,666071.0,1232179.0,1104229.0,666119.0,1104229.0
56,1103530.0,671498.0,1103530.0,1164314.0,664120.0,1164314.0,1119721.0,663427.0,1119721.0
57,1103833.0,667158.0,1103833.0,1200559.0,658114.0,1200559.0,1110817.0,661855.0,1110817.0
58,1093632.0,673234.0,1093632.0,1203552.0,670425.0,1203552.0,1101263.0,671311.0,1101263.0
59,1096682.0,664412.0,1096682.0,1175495.0,658886.0,1175495.0,1108623.0,663583.0,1108623.0
60,1107302.0,670272.0,1107302.0,1206186.0,666755.0,1206186.0,1105325.0,671828.0,1105325.0
61,1102171.0,675854.0,1102171.0,1245089.0,659382.0,1245089.0,1107353.0,659137.0,1107353.0
62,1114060.0,686455.0,1114060.0,1216604.0,679340.0,1216604.0,1121469.0,676289.0,1121469.0
63,1096546.0,680219.0,1096546.0,1198962.0,669958.0,1198962.0,1103697.0,670006.0,1103697.0
64,1104747.0,677319.0,1104747.0,1151303.0,662519.0,1151303.0,1113334.0,672617.0,1113334.0
65,1096391.0,663958.0,1096391.0,1224908.0,651866.0,1224908.0,1111101.0,659369.0,1111101.0
66,1110535.0,670503.0,1110535.0,1205176.0,666766.0,1205176.0,1112551.0,668367.0,1112551.0
67,1088606.0,667418.0,1088606.0,1191629.0,658544.0,1191629.0,1109636.0,661504.0,1109636.0
68,1109102.0,675854.0,1109102.0,1210991.0,668914.0,1210991.0,1112097.0,674876.0,1112097.0
69,1107756.0,674304.0,1107756.0,1199503.0,670608.0,1199503.0,1113321.0,667617.0,1113321.0
70,1095002.0,666140.0,1095002.0,1172404.0,668443.0,1172404.0,1095463.0,667557.0,1095463.0
71,1101205.0,677691.0,1101205.0,1217667.0,663389.0,1217667.0,1114876.0,669764.0,1114876.0
72,1098275.0,667132.0,1098275.0,1209289.0,665443.0,1209289.0,1099354.0,671453.0,1099354.0
73,1096570.0,673166.0,1096570.0,1148759.0,657422.0,1148759.0,1098547.0,669356.0,1098547.0
74,1093154.0,663017.0,1093154.0,1208088.0,658256.0,1208088.0,1099606.0,664262.0,1099606.0
75,1109099.0,682390.0,1109099.0,1168401.0,680487.0,1168401.0,1113055.0,677163.0,1113055.0
76,1118195.0,671902.0,1118195.0,1202249.0,656855.0,1202249.0,1114010.0,661960.0,1114010.0
77,1104814.0,677364.0,1104814.0,1218896.0,675892.0,1218896.0,1099458.0,676378.0,1099458.0
78,1103223.0,686231.0,1103223.0,1207821.0,674545.0,1207821.0,1110033.0,679692.0,1110033.0
79,1102431.0,667986.0,1102431.0,1190820.0,663856.0,1190820.0,1095043.0,664049.0,1095043.0
80,1109672.0,674441.0,1109672.0,1209017.0,665941.0,1209017.0,1107129.0,667486.0,1107129.0
81,1107603.0,672999.0,1107603.0,1199303.0,673055.0,1199303.0,1104450.0,667842.0,1104450.0
82,1097736.0,675307.0,1097736.0,1170244.0,674364.0,1170244.0,1110963.0,672835.0,1110963.0
83,1101267.0,679596.0,1101267.0,1225547.0,668221.0,1225547.0,1101346.0,665343.0,1101346.0
84,1100444.0,663551.0,1100444.0,1205899.0,661872.0,1205899.0,1111560.0,659130.0,1111560.0
85,1107745.0,678717.0,1107745.0,1193114.0,664065.0,1193114.0,1110599.0,669355.0,1110599.0
86,1097888.0,664291.0,1097888.0,1154935.0,666492.0,1154935.0,1140649.0,672118.0,1140649.0
87,1112354.0,669688.0,1112354.0,1254525.0,665200.0,1254525.0,1112160.0,662211.0,1112160.0
88,1106113.0,667743.0,1106113.0,1246530.0,663406.0,1246530.0,1101254.0,664406.0,1101254.0
89,1104925.0,669875.0,1104925.0,1203071.0,663968.0,1203071.0,1110037.0,665545.0,1110037.0
90,1103918.0,676874.0,1103918.0,1212682.0,668208.0,1212682.0,1108073.0,670685.0,1108073.0
91,1102028.0,682064.0,1102028.0,1204114.0,674836.0,1204114.0,1104808.0,674401.0,1104808.0
92,1101986.0,679659.0,1101986.0,1233363.0,672200.0,1233363.0,1107505.0,675268.0,1107505.0
93,1109216.0,659919.0,1109216.0,1199140.0,652668.0,1199140.0,1114431.0,659314.0,1114431.0
94,1090763.0,664714.0,1090763.0,1155176.0,658182.0,1155176.0,1099873.0,666546.0,1099873.0
95,1110736.0,677039.0,1110736.0,1213572.0,675550.0,1213572.0,1116380.0,675875.0,1116380.0
96,1099060.0,679023.0,1099060.0,1216270.0,679026.0,1216270.0,1100521.0,675743.0,1100521.0
97,1093309.0,664772.0,1093309.0,1226444.0,657855.0,1226444.0,1096250.0,666319.0,1096250.0
98,1098586.0,665749.0,1098586.0,1223473.0,660651.0,1223473.0,1108673.0,664874.0,1108673.0
99,1104477.0,667400.0,1104477.0,1139623.0,664131.0,1139623.0,1108003.0,664864.0,1108003.0
100,1102227.0,680966.0,1102227.0,1221504.0,670314.0,1221504.0,1096107.0,669074.0,1096107.0
101,1109843.0,676075.0,1109843.0,1149399.0,669587.0,1149399.0,1108043.0,666363.0,1108043.0
102,1101823.0,665763.0,1101823.0,1183639.0,656170.0,1183639.0,1112033.0,664577.0,1112033.0
103,1105274.0,666361.0,1105274.0,1240183.0,666246.0,1240183.0,1103090.0,670904.0,1103090.0
104,1100967.0,663738.0,1100967.0,1191547.0,660407.0,1191547.0,1098908.0,659961.0,1098908.0
105,1098768.0,675280.0,1098768.0,1205346.0,669339.0,1205346.0,1162872.0,668586.0,1162872.0
106,1103386.0,662320.0,1103386.0,1226037.0,653767.0,1226037.0,1108164.0,668085.0,1108164.0
107,1102076.0,680395.0,1102076.0,1200518.0,671491.0,1200518.0,1102275.0,672725.0,1102275.0
108,1102949.0,673324.0,1102949.0,1199161.0,666307.0,1199161.0,1115402.0,669897.0,1115402.0
109,1097630.0,678510.0,1097630.0,1230773.0,674016.0,1230773.0,1103008.0,675823.0,1103008.0
110,1114416.0,666441.0,1114416.0,1213092.0,653323.0,1213092.0,1141073.0,661252.0,1141073.0
111,1103797.0,678141.0,1103797.0,1216621.0,671213.0,1216621.0,1138550.0,674405.0,1138550.0
112,1113217.0,668981.0,1113217.0,1202398.0,661527.0,1202398.0,1111179.0,658057.0,1111179.0
113,1104395.0,672762.0,1104395.0,1199271.0,676438.0,1199271.0,1103498.0,668528.0,1103498.0
114,1095652.0,672980.0,1095652.0,1171880.0,673852.0,1171880.0,1098239.0,671430.0,1098239.0
115,1106805.0,664094.0,1106805.0,1213269.0,659674.0,1213269.0,1102081.0,665081.0,1102081.0
116,1092243.0,667703.0,1092243.0,1183395.0,662423.0,1183395.0,1113422.0,660678.0,1113422.0
117,1091559.0,668715.0,1091559.0,1207522.0,665831.0,1207522.0,1104169.0,665551.0,1104169.0
118,1098817.0,666047.0,1098817.0,1213887.0,661996.0,1213887.0,1102852.0,660583.0,1102852.0
119,1104841.0,658501.0,1104841.0,1207046.0,655724.0,1207046.0,1129695.0,660774.0,1129695.0
120,1091121.0,679015.0,1091121.0,1195752.0,669061.0,1195752.0,1103893.0,670851.0,1103893.0
121,1113457.0,676692.0,1113457.0,1189246.0,656173.0,1189246.0,1115368.0,666694.0,1115368.0
122,1102436.0,674660.0,1102436.0,1210538.0,661825.0,1210538.0,1099225.0,666234.0,1099225.0
123,1105554.0,678476.0,1105554.0,1201380.0,669681.0,1201380.0,1109350.0,672088.0,1109350.0
124,1090735.0,661646.0,1090735.0,1197424.0,648707.0,1197424.0,1098124.0,657326.0,1098124.0
125,1104016.0,681940.0,1104016.0,1225034.0,674933.0,1225034.0,1110528.0,675484.0,1110528.0
126,1091109.0,667697.0,1091109.0,1212173.0,660444.0,1212173.0,1087537.0,666031.0,1087537.0
127,1100141.0,672631.0,1100141.0,1216315.0,668573.0,1216315.0,1145864.0,673506.0,1145864.0
128,1099287.0,657798.0,1099287.0,1155853.0,654835.0,1155853.0,1101866.0,656592.0,1101866.0
129,1116519.0,683639.0,1116519.0,1211044.0,672261.0,1211044.0,1119369.0,681188.0,1119369.0
130,1116616.0,672798.0,1116616.0,1145439.0,658353.0,1145439.0,1117057.0,677178.0,1117057.0
131,1095629.0,672845.0,1095629.0,1243283.0,661216.0,1243283.0,1114185.0,663756.0,1114185.0
132,1106160.0,663676.0,1106160.0,1208728.0,660193.0,1208728.0,1103291.0,659412.0,1103291.0
133,1103215.0,673438.0,1103215.0,1195242.0,664643.0,1195242.0,1103408.0,678020.0,1103408.0
134,1102575.0,674365.0,1102575.0,1195384.0,669531.0,1195384.0,1109118.0,669156.0,1109118.0
135,1111095.0,679066.0,1111095.0,1196682.0,672267.0,1196682.0,1110617.0,673130.0,1110617.0
136,1112050.0,669252.0,1112050.0,1219070.0,667143.0,1219070.0,1129616.0,666640.0,1129616.0
137,1092472.0,677924.0,1092472.0,1248924.0,676329.0,1248924.0,1102458.0,683114.0,1102458.0
138,1095956.0,674908.0,1095956.0,1205628.0,675203.0,1205628.0,1105178.0,673912.0,1105178.0
139,1096091.0,667063.0,1096091.0,1260420.0,662976.0,1260420.0,1103249.0,665804.0,1103249.0
140,1095819.0,666094.0,1095819.0,1185390.0,654154.0,1185390.0,1104115.0,659044.0,1104115.0
141,1100281.0,662635.0,1100281.0,1190004.0,658620.0,1190004.0,1101229.0,657566.0,1101229.0
142,1102335.0,674367.0,1102335.0,1187001.0,666684.0,1187001.0,1109927.0,681603.0,1109927.0
143,1113178.0,679999.0,1113178.0,1151534.0,667254.0,1151534.0,1116149.0,669691.0,1116149.0
144,1100218.0,673680.0,1100218.0,1233453.0,666850.0,1233453.0,1158658.0,663154.0,1158658.0
145,1103987.0,677859.0,1103987.0,1223302.0,676868.0,1223302.0,1114559.0,679531.0,1114559.0
146,1093960.0,672457.0,1093960.0,1150829.0,667103.0,1150829.0,1099712.0,669506.0,1099712.0
147,1116757.0,677485.0,1116757.0,1222148.0,670298.0,1222148.0,1118438.0,676748.0,1118438.0
148,1102427.0,667651.0,1102427.0,1215228.0,665553.0,1215228.0,1113432.0,665864.0,1113432.0
149,1112900.0,658453.0,1112900.0,1150844.0,647068.0,1150844.0,1113709.0,647030.0,1113709.0
150,1113562.0,669743.0,1113562.0,1238106.0,659058.0,1238106.0,1116851.0,660922.0,1116851.0
151,1097981.0,671332.0,1097981.0,1143631.0,656885.0,1143631.0,1097658.0,663239.0,1097658.0
152,1109607.0,666679.0,1109607.0,1199591.0,663636.0,1199591.0,1115077.0,663415.0,1115077.0
153,1103984.0,669263.0,1103984.0,1204963.0,669691.0,1204963.0,1107892.0,669876.0,1107892.0
154,1104070.0,675076.0,1104070.0,1183055.0,670033.0,1183055.0,1099059.0,665595.0,1099059.0
155,1100475.0,669336.0,1100475.0,1234467.0,662227.0,1234467.0,1096626.0,663463.0,1096626.0
156,1109214.0,675383.0,1109214.0,1212411.0,668665.0,1212411.0,1110792.0,670230.0,1110792.0
157,1116288.0,682706.0,1116288.0,1241476.0,675096.0,1241476.0,1138710.0,674658.0,1138710.0
158,1103384.0,669427.0,1103384.0,1156708.0,664469.0,1156708.0,1107448.0,667313.0,1107448.0
159,1105311.0,668967.0,1105311.0,1215664.0,665716.0,1215664.0,1102785.0,667495.0,1102785.0
160,1102998.0,668286.0,1102998.0,1163313.0,659809.0,1163313.0,1104904.0,665717.0,1104904.0
161,1091905.0,660987.0,1091905.0,1193474.0,652979.0,1193474.0,1108291.0,656242.0,1108291.0
162,1089672.0,682634.0,1089672.0,1188907.0,669307.0,1188907.0,1106466.0,680979.0,1106466.0
163,1100133.0,672040.0,1100133.0,1212968.0,661879.0,1212968.0,1104073.0,663501.0,1104073.0
164,1089715.0,665216.0,1089715.0,1167919.0,659736.0,1167919.0,1094209.0,662753.0,1094209.0
165,1092765.0,666469.0,1092765.0,1230315.0,661632.0,1230315.0,1104503.0,660008.0,1104503.0
166,1101768.0,670223.0,1101768.0,1208329.0,660014.0,1208329.0,1105442.0,663156.0,1105442.0
167,1099085.0,678631.0,1099085.0,1254284.0,669481.0,1254284.0,1103574.0,668613.0,1103574.0
168,1088249.0,677781.0,1088249.0,1182902.0,673800.0,1182902.0,1101263.0,681875.0,1101263.0
169,1113407.0,669586.0,1113407.0,1202381.0,668419.0,1202381.0,1112666.0,665800.0,1112666.0
170,1104596.0,673494.0,1104596.0,1219854.0,665370.0,1219854.0,1127266.0,673478.0,1127266.0
171,1100722.0,670314.0,1100722.0,1148149.0,665023.0,1148149.0,1108228.0,667856.0,1108228.0
172,1094751.0,684284.0,1094751.0,1223238.0,674769.0,1223238.0,1103521.0,677327.0,1103521.0
173,1093933.0,672760.0,1093933.0,1208289.0,665494.0,1208289.0,1095928.0,674658.0,1095928.0
174,1102384.0,677214.0,1102384.0,1216031.0,669313.0,1216031.0,1102341.0,668579.0,1102341.0
175,1105337.0,681361.0,1105337.0,1228634.0,668912.0,1228634.0,1100087.0,670280.0,1100087.0
176,1106246.0,673536.0,1106246.0,1155830.0,667953.0,1155830.0,1116488.0,671755.0,1116488.0
177,1112121.0,678771.0,1112121.0,1202192.0,669887.0,1202192.0,1115726.0,667173.0,1115726.0
178,1105291.0,676255.0,1105291.0,1209991.0,670368.0,1209991.0,1123305.0,669784.0,1123305.0
179,1101838.0,679207.0,1101838.0,1201616.0,668333.0,1201616.0,1105560.0,668808.0,1105560.0
180,1101274.0,672299.0,1101274.0,1159059.0,667051.0,1159059.0,1111539.0,678006.0,1111539.0
181,1090950.0,670589.0,1090950.0,1237096.0,660823.0,1237096.0,1093294.0,667005.0,1093294.0
182,1100935.0,670564.0,1100935.0,1225360.0,661688.0,1225360.0,1128434.0,665472.0,1128434.0
183,1101041.0,680022.0,1101041.0,1241350.0,671596.0,1241350.0,1137729.0,672790.0,1137729.0
184,1112277.0,674800.0,1112277.0,1158894.0,667265.0,1158894.0,1113271.0,668857.0,1113271.0
185,1113947.0,681403.0,1113947.0,1202701.0,672222.0,1202701.0,1112684.0,659298.0,1112684.0
186,1103825.0,672089.0,1103825.0,1205802.0,661847.0,1205802.0,1103605.0,676464.0,1103605.0
187,1093587.0,678640.0,1093587.0,1162810.0,671519.0,1162810.0,1110116.0,673394.0,1110116.0
188,1108223.0,665904.0,1108223.0,1209226.0,647877.0,1209226.0,1103022.0,665074.0,1103022.0
189,1103321.0,680356.0,1103321.0,1199281.0,663073.0,1199281.0,1108692.0,667653.0,1108692.0
190,1113624.0,668007.0,1113624.0,1151821.0,658972.0,1151821.0,1111134.0,659529.0,1111134.0
191,1103473.0,669016.0,1103473.0,1191850.0,661529.0,1191850.0,1105068.0,662602.0,1105068.0
192,1117877.0,672759.0,1117877.0,1247303.0,648960.0,1247303.0,1143528.0,648664.0,1143528.0
193,1105891.0,679977.0,1105891.0,1210167.0,671235.0,1210167.0,1111095.0,671548.0,1111095.0
194,1113597.0,672335.0,1113597.0,1232728.0,665908.0,1232728.0,1113853.0,665914.0,1113853.0
195,1105980.0,676501.0,1105980.0,1203605.0,665726.0,1203605.0,1109683.0,665096.0,1109683.0
196,1102602.0,685443.0,1102602.0,1233900.0,679181.0,1233900.0,1113520.0,674849.0,1113520.0
197,1102872.0,673827.0,1102872.0,1206189.0,671278.0,1206189.0,1105238.0,672003.0,1105238.0
198,1109324.0,668811.0,1109324.0,1248170.0,665663.0,1248170.0,1124276.0,661593.0,1124276.0
199,1106346.0,669374.0,1106346.0,1153245.0,670673.0,1153245.0,1100287.0,672438.0,1100287.0
200,1101482.0,678676.0,1101482.0,1242121.0,668682.0,1242121.0,1106703.0,672383.0,1106703.0
201,1100950.0,678084.0,1100950.0,1213692.0,669267.0,1213692.0,1098067.0,673926.0,1098067.0
202,1104178.0,665197.0,1104178.0,1182901.0,657893.0,1182901.0,1101514.0,658854.0,1101514.0
203,1099222.0,673729.0,1099222.0,1206747.0,669305.0,1206747.0,1101012.0,667691.0,1101012.0
204,1118129.0,664430.0,1118129.0,1196169.0,657348.0,1196169.0,1119760.0,666156.0,1119760.0
205,1097233.0,673135.0,1097233.0,1141937.0,668364.0,1141937.0,1096064.0,669534.0,1096064.0
206,1093443.0,668947.0,1093443.0,1205409.0,657885.0,1205409.0,1117270.0,661158.0,1117270.0
207,1102443.0,672875.0,1102443.0,1162105.0,664542.0,1162105.0,1106903.0,675623.0,1106903.0
208,1105572.0,673168.0,1105572.0,1210407.0,667025.0,1210407.0,1106093.0,672241.0,1106093.0
209,1100765.0,683794.0,1100765.0,1211945.0,676062.0,1211945.0,1108982.0,679472.0,1108982.0
210,1113130.0,669037.0,1113130.0,1235218.0,663686.0,1235218.0,1122784.0,667671.0,1122784.0
211,1109855.0,676315.0,1109855.0,1200481.0,663001.0,1200481.0,1110740.0,666832.0,1110740.0
212,1103576.0,675042.0,1103576.0,1196902.0,667744.0,1196902.0,1116087.0,666129.0,1116087.0
213,1106134.0,664389.0,1106134.0,1202083.0,657618.0,1202083.0,1109516.0,671406.0,1109516.0
214,1101195.0,670089.0,1101195.0,1157967.0,671808.0,1157967.0,1102327.0,673021.0,1102327.0
215,1097791.0,661648.0,1097791.0,1206821.0,658052.0,1206821.0,1105017.0,676519.0,1105017.0
216,1100694.0,673840.0,1100694.0,1235129.0,671583.0,1235129.0,1105845.0,673668.0,1105845.0
217,1109511.0,682136.0,1109511.0,1206201.0,670153.0,1206201.0,1106250.0,672877.0,1106250.0
218,1099904.0,674167.0,1099904.0,1187246.0,675743.0,1187246.0,1095954.0,674092.0,1095954.0
219,1106313.0,680036.0,1106313.0,1246501.0,673819.0,1246501.0,1105637.0,676486.0,1105637.0
220,1110533.0,672109.0,1110533.0,1179878.0,669889.0,1179878.0,1100735.0,673752.0,1100735.0
221,1097633.0,666982.0,1097633.0,1216974.0,667348.0,1216974.0,1108735.0,672266.0,1108735.0
222,1099483.0,674450.0,1099483.0,1149262.0,664206.0,1149262.0,1108200.0,671714.0,1108200.0
223,1095735.0,675956.0,1095735.0,1231373.0,672585.0,1231373.0,1101335.0,675690.0,1101335.0
224,1101919.0,670422.0,1101919.0,1220702.0,658345.0,1220702.0,1133521.0,660207.0,1133521.0
225,1095942.0,659080.0,1095942.0,1212454.0,650485.0,1212454.0,1104521.0,660243.0,1104521.0
226,1113915.0,677056.0,1113915.0,1157802.0,667992.0,1157802.0,1134016.0,676656.0,1134016.0
227,1103989.0,663292.0,1103989.0,1207907.0,659354.0,1207907.0,1095662.0,660330.0,1095662.0
228,1102514.0,681378.0,1102514.0,1158186.0,666187.0,1158186.0,1098771.0,672701.0,1098771.0
229,1108433.0,663958.0,1108433.0,1200946.0,660446.0,1200946.0,1104867.0,660308.0,1104867.0
230,1098951.0,679093.0,1098951.0,1150541.0,676071.0,1150541.0,1103381.0,674646.0,1103381.0
231,1110270.0,670018.0,1110270.0,1249998.0,669113.0,1249998.0,1108431.0,669403.0,1108431.0
232,1099731.0,672423.0,1099731.0,1160392.0,663119.0,1160392.0,1102309.0,668665.0,1102309.0
233,1110422.0,675489.0,1110422.0,1218714.0,663570.0,1218714.0,1107821.0,669283.0,1107821.0
234,1093946.0,670854.0,1093946.0,1198211.0,659072.0,1198211.0,1113090.0,667328.0,1113090.0
235,1101263.0,665521.0,1101263.0,1204486.0,661302.0,1204486.0,1103656.0,664182.0,1103656.0
236,1097979.0,665662.0,1097979.0,1197218.0,657321.0,1197218.0,1102863.0,669842.0,1102863.0
237,1099477.0,664423.0,1099477.0,1228557.0,651571.0,1228557.0,1102021.0,664681.0,1102021.0
238,1107327.0,684853.0,1107327.0,1175007.0,671614.0,1175007.0,1117124.0,675086.0,1117124.0
239,1107892.0,677619.0,1107892.0,1218403.0,669456.0,1218403.0,1109297.0,670738.0,1109297.0
240,1097784.0,674689.0,1097784.0,1209435.0,664587.0,1209435.0,1101305.0,669549.0,1101305.0
241,1098809.0,670511.0,1098809.0,1202245.0,667097.0,1202245.0,1105353.0,671570.0,1105353.0
242,1098902.0,673348.0,1098902.0,1217917.0,664444.0,1217917.0,1111247.0,661052.0,1111247.0
243,1098691.0,672908.0,1098691.0,1211440.0,668410.0,1211440.0,1106358.0,669036.0,1106358.0
244,1101752.0,680158.0,1101752.0,1204198.0,676469.0,1204198.0,1107847.0,676794.0,1107847.0
245,1108767.0,679839.0,1108767.0,1222988.0,677107.0,1222988.0,1106263.0,675025.0,1106263.0
246,1100008.0,667300.0,1100008.0,1141287.0,662820.0,1141287.0,1105064.0,671952.0,1105064.0
247,1101593.0,673379.0,1101593.0,1222699.0,668247.0,1222699.0,1106607.0,674899.0,1106607.0
248,1087532.0,659659.0,1087532.0,1241683.0,654940.0,1241683.0,1101419.0,654209.0,1101419.0
249,1101498.0,664071.0,1101498.0,1208721.0,658939.0,1208721.0,1101729.0,658148.0,1101729.0
250,1109144.0,669954.0,1109144.0,1208195.0,661572.0,1208195.0,1102489.0,662418.0,1102489.0
251,1109400.0,671353.0,1109400.0,1220350.0,659966.0,1220350.0,1104043.0,665223.0,1104043.0
252,1110093.0,672352.0,1110093.0,1189359.0,675031.0,1189359.0,1105263.0,669132.0,1105263.0
253,1104818.0,665031.0,1104818.0,1190109.0,657505.0,1190109.0,1109275.0,664747.0,1109275.0
254,1094127.0,676942.0,1094127.0,1208620.0,658208.0,1208620.0,1104057.0,662473.0,1104057.0
255,1112876.0,666554.0,1112876.0,1219498.0,656917.0,1219498.0,1106613.0,659944.0,1106613.0
256,1102299.0,677576.0,1102299.0,1246594.0,669546.0,1246594.0,1107486.0,672028.0,1107486.0
257,1104873.0,663029.0,1104873.0,1237908.0,656218.0,1237908.0,1110671.0,660486.0,1110671.0
258,1112482.0,673821.0,1112482.0,1142872.0,656510.0,1142872.0,1136699.0,670808.0,1136699.0
259,1088372.0,662248.0,1088372.0,1142008.0,651295.0,1142008.0,1093920.0,654495.0,1093920.0
260,1110117.0,666493.0,1110117.0,1154205.0,661633.0,1154205.0,1117541.0,660939.0,1117541.0
