,NP_MAKESPAN,NP_C1,NP_C2,P_MAKESPAN,P_C1,P_C2,PT1_MAKESPAN,PT1_C1,PT1_C2,PT2_MAKESPAN,PT2_C1,PT2_C2,PT3_MAKESPAN,PT3_C1,PT3_C2,PT6_MAKESPAN,PT6_C1,PT6_C2
771,1311594.0,936019.0,1311594.0,1351075.0,769425.0,1351075.0,1323656.0,810757.0,1323656.0,1343918.0,821548.0,1343918.0,1243580.0,794338.0,1243580.0,1357979.0,928337.0,1357979.0
772,1276307.0,935234.0,1276307.0,1276585.0,798447.0,1276585.0,1294756.0,797694.0,1294756.0,1314591.0,797694.0,1314591.0,1382553.0,798263.0,1382553.0,1342675.0,830224.0,1342675.0
773,1273186.0,774969.0,1273186.0,1291795.0,774969.0,1291795.0,1232652.0,774969.0,1232652.0,1257438.0,775470.0,1257438.0,1328740.0,774787.0,1328740.0,1281617.0,776038.0,1281617.0
774,1326599.0,897561.0,1326599.0,1294504.0,740498.0,1294504.0,1338455.0,795469.0,1338455.0,1330877.0,808736.0,1330877.0,1323045.0,776137.0,1323045.0,1343135.0,892093.0,1343135.0
775,1322611.0,775305.0,1322611.0,1336541.0,750980.0,1336541.0,1275777.0,769273.0,1275777.0,1311782.0,794308.0,1311782.0,1283243.0,775965.0,1283243.0,1348209.0,822135.0,1348209.0
776,1289951.0,919219.0,1289951.0,1258510.0,739118.0,1258510.0,1272069.0,773920.0,1272069.0,1299136.0,777852.0,1299136.0,1338686.0,750936.0,1338686.0,1335450.0,805646.0,1335450.0
777,1337645.0,854815.0,1337645.0,1324268.0,731828.0,1324268.0,1313580.0,774571.0,1313580.0,1307981.0,780319.0,1307981.0,1393467.0,737400.0,1393467.0,1343556.0,806458.0,1343556.0
778,1435900.0,850937.0,1435900.0,1353238.0,720782.0,1353238.0,1385836.0,824732.0,1385836.0,1412725.0,845188.0,1412725.0,1440558.0,819187.0,1440558.0,1423038.0,852046.0,1423038.0
779,1325642.0,737659.0,1325642.0,1296746.0,730064.0,1296746.0,1326071.0,733175.0,1326071.0,1317925.0,733216.0,1317925.0,1304799.0,725138.0,1304799.0,1327967.0,735531.0,1327967.0
780,1339841.0,772183.0,1339841.0,1316796.0,761139.0,1316796.0,1327728.0,794749.0,1327728.0,1343849.0,775498.0,1343849.0,1307916.0,782184.0,1307916.0,1356170.0,790661.0,1356170.0
781,1337196.0,789582.0,1337196.0,1417038.0,784201.0,1417038.0,1300753.0,791469.0,1300753.0,1341468.0,795575.0,1341468.0,1418405.0,784201.0,1418405.0,1342898.0,854335.0,1342898.0
782,1308903.0,760590.0,1308903.0,1294540.0,722610.0,1294540.0,1395884.0,749886.0,1395884.0,1269976.0,760590.0,1269976.0,1293161.0,732416.0,1293161.0,1300001.0,777060.0,1300001.0
783,1244973.0,862564.0,1244973.0,1198007.0,760838.0,1198007.0,1272412.0,751236.0,1272412.0,1236681.0,759720.0,1236681.0,1279319.0,758245.0,1279319.0,1289312.0,794398.0,1289312.0
784,1249738.0,781641.0,1249738.0,1321029.0,764146.0,1321029.0,1204680.0,780062.0,1204680.0,1241016.0,777432.0,1241016.0,1225219.0,777323.0,1225219.0,1232635.0,810443.0,1232635.0
785,1243591.0,890776.0,1243591.0,1261731.0,703787.0,1261731.0,1257250.0,731659.0,1257250.0,1257646.0,755595.0,1257646.0,1247376.0,719554.0,1247376.0,1256379.0,751041.0,1256379.0
786,1277288.0,920988.0,1277288.0,1260257.0,765435.0,1260257.0,1310782.0,784831.0,1310782.0,1304081.0,802643.0,1304081.0,1267634.0,752042.0,1267634.0,1312470.0,829567.0,1312470.0
787,1253088.0,798162.0,1253088.0,1170825.0,734767.0,1170825.0,1225498.0,720576.0,1225498.0,1231593.0,720665.0,1231593.0,1206572.0,720918.0,1206572.0,1256032.0,747894.0,1256032.0
788,1252269.0,905255.0,1252269.0,1391351.0,738778.0,1391351.0,1319958.0,771005.0,1319958.0,1290980.0,794657.0,1290980.0,1311980.0,766247.0,1311980.0,1312453.0,837741.0,1312453.0
789,1212457.0,828142.0,1212457.0,1202820.0,759374.0,1202820.0,1263508.0,812990.0,1263508.0,1251350.0,823214.0,1251350.0,1294235.0,795498.0,1294235.0,1209839.0,828265.0,1209839.0
790,1361931.0,929326.0,1361931.0,1353452.0,744133.0,1353452.0,1363041.0,791540.0,1363041.0,1369696.0,900026.0,1369696.0,1376868.0,777718.0,1376868.0,1390939.0,907975.0,1390939.0
791,1237584.0,789711.0,1237584.0,1323543.0,727637.0,1323543.0,1278460.0,735380.0,1278460.0,1243356.0,738380.0,1243356.0,1294875.0,757355.0,1294875.0,1253636.0,760446.0,1253636.0
792,1220232.0,899464.0,1220232.0,1221418.0,725220.0,1221418.0,1318985.0,740887.0,1318985.0,1253835.0,779207.0,1253835.0,1309465.0,725869.0,1309465.0,1289941.0,805943.0,1289941.0
793,1346767.0,811023.0,1346767.0,1251067.0,697840.0,1251067.0,1304511.0,773153.0,1304511.0,1334570.0,792561.0,1334570.0,1300675.0,741762.0,1300675.0,1356554.0,822462.0,1356554.0
794,1424168.0,849049.0,1424168.0,1320394.0,749357.0,1320394.0,1356649.0,780916.0,1356649.0,1425261.0,846298.0,1425261.0,1355309.0,771039.0,1355309.0,1434877.0,855800.0,1434877.0
795,1301847.0,893339.0,1301847.0,1260848.0,742492.0,1260848.0,1229130.0,792621.0,1229130.0,1281468.0,785978.0,1281468.0,1269076.0,762990.0,1269076.0,1314614.0,839430.0,1314614.0
796,1370926.0,827956.0,1370926.0,1303929.0,783275.0,1303929.0,1332961.0,814998.0,1332961.0,1360986.0,815182.0,1360986.0,1323530.0,797461.0,1323530.0,1376867.0,840491.0,1376867.0
797,1299479.0,767027.0,1299479.0,1262297.0,764985.0,1262297.0,1292289.0,771098.0,1292289.0,1302478.0,764587.0,1302478.0,1291273.0,759509.0,1291273.0,1319659.0,771690.0,1319659.0
