,NP_MAKESPAN,NP_C1,NP_C2,P_MAKESPAN,P_C1,P_C2,SPT_MAKESPAN,SPT_C1,SPT_C2
279,1185120.0,740866.0,1185120.0,1288567.0,749983.0,1288567.0,1213112.0,751515.0,1213112.0
280,1118910.0,755246.0,1118910.0,1161673.0,747550.0,1161673.0,1178808.0,751018.0,1178808.0
281,1137471.0,777612.0,1137471.0,1300940.0,772741.0,1300940.0,1296102.0,763280.0,1296102.0
282,1141505.0,766374.0,1141505.0,1210030.0,767668.0,1210030.0,1193508.0,767088.0,1193508.0
283,1132988.0,744953.0,1132988.0,1141435.0,750133.0,1141435.0,1236526.0,741035.0,1236526.0
284,1152527.0,764980.0,1152527.0,1261503.0,756515.0,1261503.0,1150187.0,763470.0,1150187.0
285,1103093.0,732041.0,1103093.0,1264281.0,723640.0,1264281.0,1113097.0,734251.0,1113097.0
286,1145337.0,767467.0,1145337.0,1214871.0,766959.0,1214871.0,1245733.0,766675.0,1245733.0
287,1109159.0,756474.0,1109159.0,1265949.0,753303.0,1265949.0,1280508.0,758073.0,1280508.0
288,1150470.0,746683.0,1150470.0,1258878.0,737301.0,1258878.0,1252875.0,736170.0,1252875.0
289,1127713.0,692029.0,1127713.0,1186078.0,680454.0,1186078.0,1204913.0,683888.0,1204913.0
290,1122107.0,718597.0,1122107.0,1227992.0,730812.0,1227992.0,1127354.0,714974.0,1127354.0
291,1145933.0,750948.0,1145933.0,1289845.0,749842.0,1289845.0,1144292.0,752920.0,1144292.0
292,1148276.0,748141.0,1148276.0,1262355.0,750637.0,1262355.0,1214470.0,740925.0,1214470.0
293,1164737.0,724846.0,1164737.0,1212142.0,724130.0,1212142.0,1179733.0,724399.0,1179733.0
294,1152656.0,741037.0,1152656.0,1175864.0,737645.0,1175864.0,1288901.0,738248.0,1288901.0
295,1203430.0,768085.0,1203430.0,1225509.0,765858.0,1225509.0,1276155.0,767367.0,1276155.0
296,1154943.0,756590.0,1154943.0,1205636.0,753126.0,1205636.0,1250286.0,762546.0,1250286.0
297,1119982.0,715582.0,1119982.0,1169030.0,715582.0,1169030.0,1345189.0,716959.0,1345189.0
298,1171732.0,728214.0,1171732.0,1191798.0,725266.0,1191798.0,1163670.0,730460.0,1163670.0
299,1140870.0,765989.0,1140870.0,1150673.0,760017.0,1150673.0,1301619.0,790497.0,1301619.0
300,1185399.0,747428.0,1185399.0,1287137.0,754998.0,1287137.0,1322129.0,745141.0,1322129.0
301,1142120.0,717231.0,1142120.0,1226451.0,707502.0,1226451.0,1216833.0,717173.0,1216833.0
302,1152182.0,718463.0,1152182.0,1166120.0,721278.0,1166120.0,1230059.0,717433.0,1230059.0
303,1135246.0,759184.0,1135246.0,1264510.0,761830.0,1264510.0,1223150.0,760824.0,1223150.0
304,1095238.0,736285.0,1095238.0,1124207.0,735718.0,1124207.0,1112549.0,737462.0,1112549.0
305,1130107.0,730216.0,1130107.0,1296852.0,729036.0,1296852.0,1312475.0,730918.0,1312475.0
306,1142561.0,764371.0,1142561.0,1252022.0,764969.0,1252022.0,1176554.0,769584.0,1176554.0
307,1162734.0,771076.0,1162734.0,1228951.0,739391.0,1228951.0,1317261.0,742780.0,1317261.0
308,1162416.0,734388.0,1162416.0,1189428.0,730562.0,1189428.0,1321094.0,732755.0,1321094.0
309,1152600.0,726774.0,1152600.0,1372695.0,717338.0,1372695.0,1221935.0,721458.0,1221935.0
310,1136448.0,759602.0,1136448.0,1186197.0,752158.0,1186197.0,1311931.0,752158.0,1311931.0
311,1150763.0,729962.0,1150763.0,1252339.0,731390.0,1252339.0,1257238.0,725478.0,1257238.0
312,1138820.0,749966.0,1138820.0,1248862.0,746368.0,1248862.0,1231400.0,752203.0,1231400.0
313,1126558.0,749681.0,1126558.0,1134951.0,744803.0,1134951.0,1135052.0,753247.0,1135052.0
314,1131736.0,787217.0,1131736.0,1155487.0,762873.0,1155487.0,1182723.0,773344.0,1182723.0
315,1121841.0,789321.0,1121841.0,1131364.0,783498.0,1131364.0,1138807.0,784945.0,1138807.0
316,1101681.0,727258.0,1101681.0,1210029.0,729487.0,1210029.0,1245603.0,730228.0,1245603.0
317,1143879.0,755489.0,1143879.0,1277571.0,752874.0,1277571.0,1238125.0,741858.0,1238125.0
318,1213942.0,747903.0,1213942.0,1298945.0,753859.0,1298945.0,1344534.0,744643.0,1344534.0
319,1158060.0,751641.0,1158060.0,1257612.0,751571.0,1257612.0,1181253.0,739928.0,1181253.0
320,1176064.0,795744.0,1176064.0,1328423.0,774371.0,1328423.0,1193954.0,797892.0,1193954.0
321,1143395.0,748431.0,1143395.0,1352310.0,739359.0,1352310.0,1161027.0,741608.0,1161027.0
322,1170488.0,775020.0,1170488.0,1271180.0,774636.0,1271180.0,1342669.0,776220.0,1342669.0
323,1198813.0,732628.0,1198813.0,1234342.0,723199.0,1234342.0,1258882.0,729786.0,1258882.0
324,1097838.0,743152.0,1097838.0,1137976.0,737136.0,1137976.0,1138703.0,743226.0,1138703.0
325,1127484.0,774073.0,1127484.0,1305929.0,781088.0,1305929.0,1281384.0,775434.0,1281384.0
326,1137773.0,747543.0,1137773.0,1137080.0,733043.0,1137080.0,1200037.0,749693.0,1200037.0
327,1183652.0,786175.0,1183652.0,1236687.0,776459.0,1236687.0,1193872.0,780869.0,1193872.0
328,1118142.0,683501.0,1118142.0,1208227.0,684793.0,1208227.0,1267262.0,683355.0,1267262.0
329,1146171.0,751316.0,1146171.0,1268397.0,751964.0,1268397.0,1163735.0,756425.0,1163735.0
330,1150887.0,732247.0,1150887.0,1198734.0,729934.0,1198734.0,1300580.0,735671.0,1300580.0
331,1138615.0,742861.0,1138615.0,1139438.0,733065.0,1139438.0,1221714.0,723926.0,1221714.0
332,1098264.0,714333.0,1098264.0,1186858.0,716976.0,1186858.0,1083820.0,712068.0,1083820.0
333,1137431.0,739910.0,1137431.0,1269058.0,733433.0,1269058.0,1152875.0,736468.0,1152875.0
334,1143646.0,733803.0,1143646.0,1264015.0,736151.0,1264015.0,1225642.0,728578.0,1225642.0
335,1134058.0,749696.0,1134058.0,1155529.0,740756.0,1155529.0,1135585.0,748425.0,1135585.0
336,1119793.0,765507.0,1119793.0,1131158.0,754769.0,1131158.0,1120726.0,757800.0,1120726.0
337,1168509.0,779973.0,1168509.0,1254684.0,767241.0,1254684.0,1277854.0,771118.0,1277854.0
338,1111905.0,732991.0,1111905.0,1186782.0,736420.0,1186782.0,1229791.0,740692.0,1229791.0
339,1157870.0,761950.0,1157870.0,1339978.0,738419.0,1339978.0,1322318.0,769185.0,1322318.0
340,1151734.0,794149.0,1151734.0,1312305.0,793962.0,1312305.0,1149523.0,793524.0,1149523.0
341,1132150.0,738534.0,1132150.0,1293722.0,737719.0,1293722.0,1294651.0,742766.0,1294651.0
342,1178674.0,761124.0,1178674.0,1304538.0,766298.0,1304538.0,1342222.0,760491.0,1342222.0
343,1169896.0,727974.0,1169896.0,1286113.0,729183.0,1286113.0,1272163.0,726571.0,1272163.0
344,1156706.0,770419.0,1156706.0,1371039.0,760521.0,1371039.0,1345247.0,752498.0,1345247.0
345,1151118.0,713702.0,1151118.0,1229063.0,711803.0,1229063.0,1264294.0,712072.0,1264294.0
346,1158493.0,757058.0,1158493.0,1293719.0,752795.0,1293719.0,1382402.0,762633.0,1382402.0
347,1143532.0,760733.0,1143532.0,1265732.0,726479.0,1265732.0,1305359.0,756321.0,1305359.0
348,1158060.0,765928.0,1158060.0,1217382.0,776978.0,1217382.0,1319945.0,761807.0,1319945.0
349,1141820.0,765863.0,1141820.0,1263087.0,769342.0,1263087.0,1235467.0,760260.0,1235467.0
350,1152669.0,705577.0,1152669.0,1254412.0,700943.0,1254412.0,1208796.0,705069.0,1208796.0
351,1110126.0,701300.0,1110126.0,1151257.0,681733.0,1151257.0,1276739.0,686445.0,1276739.0
352,1163229.0,715343.0,1163229.0,1258084.0,713205.0,1258084.0,1215524.0,711589.0,1215524.0
353,1149621.0,787224.0,1149621.0,1249429.0,784469.0,1249429.0,1355783.0,783791.0,1355783.0
354,1165070.0,730979.0,1165070.0,1298060.0,729249.0,1298060.0,1335411.0,731725.0,1335411.0
355,1114861.0,758098.0,1114861.0,1226869.0,752810.0,1226869.0,1236399.0,738741.0,1236399.0
356,1126627.0,740610.0,1126627.0,1184419.0,739510.0,1184419.0,1306427.0,748970.0,1306427.0
357,1131646.0,773507.0,1131646.0,1129430.0,773844.0,1129430.0,1326639.0,767256.0,1326639.0
358,1167909.0,789857.0,1167909.0,1163988.0,788785.0,1163988.0,1325551.0,784888.0,1325551.0
359,1183298.0,754837.0,1183298.0,1244963.0,758645.0,1244963.0,1178401.0,758820.0,1178401.0
360,1166954.0,777443.0,1166954.0,1179183.0,769292.0,1179183.0,1191028.0,776548.0,1191028.0
361,1144035.0,742856.0,1144035.0,1250410.0,737915.0,1250410.0,1282138.0,733332.0,1282138.0
362,1150260.0,760581.0,1150260.0,1329856.0,753484.0,1329856.0,1321659.0,759844.0,1321659.0
363,1142622.0,797601.0,1142622.0,1156590.0,794831.0,1156590.0,1314004.0,795913.0,1314004.0
364,1145374.0,755470.0,1145374.0,1191664.0,750428.0,1191664.0,1322554.0,760180.0,1322554.0
365,1186244.0,765783.0,1186244.0,1192919.0,765601.0,1192919.0,1301870.0,765601.0,1301870.0
366,1143041.0,731365.0,1143041.0,1221496.0,733310.0,1221496.0,1173370.0,743542.0,1173370.0
367,1140442.0,736356.0,1140442.0,1204695.0,734891.0,1204695.0,1254440.0,735664.0,1254440.0
368,1109337.0,730432.0,1109337.0,1252913.0,733686.0,1252913.0,1159975.0,734248.0,1159975.0
369,1117606.0,758892.0,1117606.0,1182297.0,738864.0,1182297.0,1121590.0,756775.0,1121590.0
370,1125382.0,732464.0,1125382.0,1192990.0,736179.0,1192990.0,1184365.0,731616.0,1184365.0
371,1166405.0,740357.0,1166405.0,1338178.0,757666.0,1338178.0,1312184.0,744821.0,1312184.0
372,1132316.0,702730.0,1132316.0,1255240.0,704092.0,1255240.0,1290446.0,705786.0,1290446.0
373,1160971.0,721727.0,1160971.0,1213931.0,722993.0,1213931.0,1198716.0,729458.0,1198716.0
374,1131149.0,728661.0,1131149.0,1294275.0,723188.0,1294275.0,1132946.0,724673.0,1132946.0
375,1139646.0,766328.0,1139646.0,1263627.0,748704.0,1263627.0,1316981.0,776381.0,1316981.0
376,1136012.0,734888.0,1136012.0,1145991.0,740094.0,1145991.0,1193752.0,739432.0,1193752.0
377,1178889.0,745129.0,1178889.0,1280171.0,746667.0,1280171.0,1194251.0,744964.0,1194251.0
378,1151483.0,798932.0,1151483.0,1297337.0,774641.0,1297337.0,1191268.0,799911.0,1191268.0
379,1126073.0,727826.0,1126073.0,1261148.0,725972.0,1261148.0,1381883.0,729601.0,1381883.0
380,1153332.0,731844.0,1153332.0,1195348.0,734392.0,1195348.0,1289805.0,729615.0,1289805.0
381,1189777.0,745254.0,1189777.0,1277441.0,750064.0,1277441.0,1307670.0,752194.0,1307670.0
382,1147757.0,775946.0,1147757.0,1164048.0,779835.0,1164048.0,1155062.0,779881.0,1155062.0
383,1121520.0,753028.0,1121520.0,1170774.0,755740.0,1170774.0,1208213.0,748600.0,1208213.0
384,1190655.0,730310.0,1190655.0,1200570.0,723487.0,1200570.0,1337998.0,728733.0,1337998.0
385,1136902.0,784728.0,1136902.0,1170365.0,785801.0,1170365.0,1195260.0,786189.0,1195260.0
386,1119644.0,755483.0,1119644.0,1125848.0,756390.0,1125848.0,1171385.0,748714.0,1171385.0
387,1146088.0,772014.0,1146088.0,1249435.0,771433.0,1249435.0,1202506.0,767548.0,1202506.0
388,1115711.0,761263.0,1115711.0,1354164.0,754739.0,1354164.0,1356621.0,759300.0,1356621.0
389,1142999.0,785376.0,1142999.0,1251559.0,779501.0,1251559.0,1293036.0,783408.0,1293036.0
390,1145711.0,787761.0,1145711.0,1211406.0,792552.0,1211406.0,1257333.0,782771.0,1257333.0
391,1153439.0,789010.0,1153439.0,1200441.0,763397.0,1200441.0,1168962.0,787183.0,1168962.0
392,1186035.0,796141.0,1186035.0,1262899.0,791698.0,1262899.0,1172590.0,799221.0,1172590.0
393,1163269.0,771967.0,1163269.0,1299674.0,768888.0,1299674.0,1301723.0,773585.0,1301723.0
394,1168194.0,770864.0,1168194.0,1273088.0,762364.0,1273088.0,1295659.0,764472.0,1295659.0
395,1146723.0,755525.0,1146723.0,1145900.0,743425.0,1145900.0,1209458.0,749294.0,1209458.0
396,1177674.0,777098.0,1177674.0,1162783.0,780138.0,1162783.0,1277730.0,785108.0,1277730.0
397,1121830.0,757525.0,1121830.0,1239495.0,752472.0,1239495.0,1316660.0,752472.0,1316660.0
398,1140198.0,804044.0,1140198.0,1186115.0,806677.0,1186115.0,1166303.0,799746.0,1166303.0
399,1093836.0,725433.0,1093836.0,1171953.0,719759.0,1171953.0,1192017.0,721699.0,1192017.0
400,1127035.0,776889.0,1127035.0,1148651.0,766676.0,1148651.0,1217096.0,774699.0,1217096.0
401,1128863.0,791593.0,1128863.0,1296661.0,764892.0,1296661.0,1146412.0,769405.0,1146412.0
402,1103150.0,747428.0,1103150.0,1276255.0,750515.0,1276255.0,1236881.0,746555.0,1236881.0
403,1156469.0,742135.0,1156469.0,1338022.0,747130.0,1338022.0,1382222.0,752625.0,1382222.0
404,1111126.0,725977.0,1111126.0,1175377.0,711223.0,1175377.0,1173261.0,726091.0,1173261.0
405,1173353.0,777914.0,1173353.0,1223533.0,785575.0,1223533.0,1182634.0,778967.0,1182634.0
406,1161287.0,776952.0,1161287.0,1262647.0,781728.0,1262647.0,1306829.0,784744.0,1306829.0
407,1151337.0,750553.0,1151337.0,1234058.0,757333.0,1234058.0,1121725.0,748983.0,1121725.0
408,1142908.0,796351.0,1142908.0,1147991.0,787857.0,1147991.0,1192509.0,800372.0,1192509.0
409,1184935.0,725119.0,1184935.0,1214761.0,718452.0,1214761.0,1282201.0,718667.0,1282201.0
410,1194484.0,767639.0,1194484.0,1326047.0,758972.0,1326047.0,1425871.0,759449.0,1425871.0
411,1151344.0,786142.0,1151344.0,1187538.0,788928.0,1187538.0,1252327.0,782751.0,1252327.0
412,1151343.0,744161.0,1151343.0,1264304.0,743088.0,1264304.0,1323660.0,740752.0,1323660.0
413,1116698.0,729511.0,1116698.0,1138420.0,724694.0,1138420.0,1226542.0,724694.0,1226542.0
414,1122142.0,768262.0,1122142.0,1149527.0,760480.0,1149527.0,1228461.0,769680.0,1228461.0
415,1199930.0,765427.0,1199930.0,1318593.0,787612.0,1318593.0,1322984.0,766566.0,1322984.0
416,1141522.0,742485.0,1141522.0,1223441.0,738471.0,1223441.0,1269845.0,742906.0,1269845.0
417,1156113.0,785491.0,1156113.0,1269913.0,787467.0,1269913.0,1256084.0,786620.0,1256084.0
418,1111352.0,760696.0,1111352.0,1209498.0,746700.0,1209498.0,1212750.0,752891.0,1212750.0
419,1138425.0,728567.0,1138425.0,1341471.0,738098.0,1341471.0,1170979.0,729887.0,1170979.0
420,1178455.0,769202.0,1178455.0,1196888.0,759293.0,1196888.0,1202746.0,759302.0,1202746.0
421,1142947.0,784164.0,1142947.0,1284316.0,778131.0,1284316.0,1175613.0,782616.0,1175613.0
422,1095471.0,747091.0,1095471.0,1208000.0,744534.0,1208000.0,1211202.0,743004.0,1211202.0
423,1168214.0,757956.0,1168214.0,1211801.0,759018.0,1211801.0,1231827.0,757890.0,1231827.0
424,1157596.0,727524.0,1157596.0,1257880.0,732304.0,1257880.0,1299916.0,728002.0,1299916.0
425,1167040.0,749041.0,1167040.0,1208138.0,730536.0,1208138.0,1172596.0,744791.0,1172596.0
426,1186106.0,762930.0,1186106.0,1159636.0,760465.0,1159636.0,1244193.0,764248.0,1244193.0
427,1131724.0,682304.0,1131724.0,1264159.0,678961.0,1264159.0,1272154.0,671263.0,1272154.0
428,1133419.0,746920.0,1133419.0,1166854.0,743101.0,1166854.0,1334865.0,740743.0,1334865.0
429,1128118.0,760945.0,1128118.0,1146087.0,761856.0,1146087.0,1213988.0,771091.0,1213988.0
430,1149697.0,757846.0,1149697.0,1156547.0,752615.0,1156547.0,1162648.0,740901.0,1162648.0
431,1106330.0,705396.0,1106330.0,1267234.0,702703.0,1267234.0,1340337.0,712019.0,1340337.0
432,1191810.0,776012.0,1191810.0,1181180.0,774884.0,1181180.0,1266540.0,779257.0,1266540.0
433,1154785.0,754397.0,1154785.0,1278682.0,736262.0,1278682.0,1285763.0,758968.0,1285763.0
434,1123694.0,722881.0,1123694.0,1271036.0,720431.0,1271036.0,1240927.0,732595.0,1240927.0
435,1126941.0,802975.0,1126941.0,1190399.0,802029.0,1190399.0,1158907.0,808608.0,1158907.0
436,1131548.0,771628.0,1131548.0,1272448.0,766518.0,1272448.0,1296169.0,772356.0,1296169.0
437,1181969.0,761778.0,1181969.0,1175867.0,752198.0,1175867.0,1181684.0,764641.0,1181684.0
438,1154294.0,791968.0,1154294.0,1276107.0,791345.0,1276107.0,1258501.0,794500.0,1258501.0
439,1108329.0,725078.0,1108329.0,1123836.0,721897.0,1123836.0,1097000.0,712475.0,1097000.0
440,1135244.0,780346.0,1135244.0,1206880.0,765002.0,1206880.0,1287611.0,771144.0,1287611.0
441,1182962.0,752834.0,1182962.0,1217955.0,738991.0,1217955.0,1172739.0,738780.0,1172739.0
442,1149536.0,701471.0,1149536.0,1241944.0,704981.0,1241944.0,1245699.0,704301.0,1245699.0
443,1164978.0,741276.0,1164978.0,1159035.0,729631.0,1159035.0,1251466.0,740195.0,1251466.0
444,1155983.0,754827.0,1155983.0,1324914.0,764044.0,1324914.0,1253655.0,749625.0,1253655.0
445,1138916.0,738967.0,1138916.0,1156523.0,740194.0,1156523.0,1159035.0,741894.0,1159035.0
446,1165037.0,769243.0,1165037.0,1244889.0,765792.0,1244889.0,1304504.0,770672.0,1304504.0
447,1156042.0,756808.0,1156042.0,1172281.0,752602.0,1172281.0,1173532.0,755842.0,1173532.0
448,1186622.0,766252.0,1186622.0,1275939.0,766098.0,1275939.0,1268433.0,773568.0,1268433.0
449,1170358.0,727838.0,1170358.0,1359526.0,725714.0,1359526.0,1244059.0,726765.0,1244059.0
450,1141471.0,769385.0,1141471.0,1225832.0,769613.0,1225832.0,1292933.0,768000.0,1292933.0
451,1177545.0,715825.0,1177545.0,1273762.0,712883.0,1273762.0,1380945.0,725139.0,1380945.0
452,1156135.0,754676.0,1156135.0,1282901.0,755277.0,1282901.0,1323815.0,760591.0,1323815.0
453,1140776.0,718552.0,1140776.0,1294522.0,729703.0,1294522.0,1149209.0,717549.0,1149209.0
454,1206183.0,794674.0,1206183.0,1343553.0,803658.0,1343553.0,1391866.0,788177.0,1391866.0
455,1142943.0,748417.0,1142943.0,1160280.0,729939.0,1160280.0,1312753.0,735195.0,1312753.0
456,1128445.0,761597.0,1128445.0,1251845.0,763709.0,1251845.0,1133920.0,761372.0,1133920.0
457,1156756.0,763744.0,1156756.0,1276501.0,766071.0,1276501.0,1183557.0,767193.0,1183557.0
458,1198000.0,793745.0,1198000.0,1215708.0,795001.0,1215708.0,1301217.0,794579.0,1301217.0
459,1127136.0,697782.0,1127136.0,1283076.0,713161.0,1283076.0,1248769.0,698278.0,1248769.0
460,1170843.0,771769.0,1170843.0,1173921.0,751983.0,1173921.0,1270761.0,762941.0,1270761.0
461,1158962.0,748170.0,1158962.0,1238162.0,739053.0,1238162.0,1282819.0,741852.0,1282819.0
462,1144027.0,806480.0,1144027.0,1179318.0,796286.0,1179318.0,1190839.0,803918.0,1190839.0
463,1184383.0,767536.0,1184383.0,1400270.0,760149.0,1400270.0,1312563.0,766114.0,1312563.0
464,1093269.0,771970.0,1093269.0,1134784.0,769050.0,1134784.0,1241814.0,768202.0,1241814.0
465,1110016.0,737201.0,1110016.0,1230471.0,733618.0,1230471.0,1252411.0,740594.0,1252411.0
466,1182176.0,752683.0,1182176.0,1300458.0,750001.0,1300458.0,1231133.0,749728.0,1231133.0
467,1174502.0,791255.0,1174502.0,1310717.0,782137.0,1310717.0,1190651.0,784733.0,1190651.0
468,1147610.0,712983.0,1147610.0,1266674.0,720063.0,1266674.0,1192197.0,712201.0,1192197.0
469,1157691.0,760691.0,1157691.0,1292542.0,756062.0,1292542.0,1350957.0,759814.0,1350957.0
470,1097764.0,723487.0,1097764.0,1146424.0,718223.0,1146424.0,1094304.0,720359.0,1094304.0
471,1144869.0,740658.0,1144869.0,1274835.0,740559.0,1274835.0,1267465.0,738128.0,1267465.0
472,1155870.0,743135.0,1155870.0,1265557.0,713995.0,1265557.0,1375397.0,736176.0,1375397.0
473,1155092.0,766619.0,1155092.0,1331981.0,732696.0,1331981.0,1231253.0,769368.0,1231253.0
474,1145097.0,764155.0,1145097.0,1196326.0,759274.0,1196326.0,1202276.0,761467.0,1202276.0
475,1147863.0,739317.0,1147863.0,1247407.0,731523.0,1247407.0,1145131.0,739548.0,1145131.0
476,1165672.0,763893.0,1165672.0,1208476.0,764350.0,1208476.0,1185242.0,770576.0,1185242.0
477,1189619.0,783910.0,1189619.0,1247238.0,778913.0,1247238.0,1278097.0,784357.0,1278097.0
478,1148704.0,729226.0,1148704.0,1275341.0,729154.0,1275341.0,1270122.0,727644.0,1270122.0
479,1201587.0,763654.0,1201587.0,1274820.0,759154.0,1274820.0,1300582.0,762758.0,1300582.0
480,1150075.0,741046.0,1150075.0,1199322.0,736514.0,1199322.0,1283811.0,743221.0,1283811.0
481,1126075.0,814869.0,1126075.0,1186251.0,805966.0,1186251.0,1115086.0,818029.0,1115086.0
482,1149754.0,749447.0,1149754.0,1321151.0,757489.0,1321151.0,1384111.0,750921.0,1384111.0
483,1132103.0,705333.0,1132103.0,1276460.0,702816.0,1276460.0,1250757.0,707522.0,1250757.0
484,1151404.0,734284.0,1151404.0,1215725.0,730870.0,1215725.0,1316646.0,735849.0,1316646.0
485,1182057.0,740063.0,1182057.0,1232195.0,736751.0,1232195.0,1222538.0,739237.0,1222538.0
486,1174666.0,749872.0,1174666.0,1271932.0,748132.0,1271932.0,1331184.0,747028.0,1331184.0
487,1158978.0,766010.0,1158978.0,1268443.0,764172.0,1268443.0,1311593.0,757696.0,1311593.0
488,1158815.0,768631.0,1158815.0,1186099.0,752076.0,1186099.0,1196291.0,756995.0,1196291.0
489,1164549.0,776985.0,1164549.0,1207619.0,781844.0,1207619.0,1288543.0,774587.0,1288543.0
490,1133592.0,791431.0,1133592.0,1153286.0,776218.0,1153286.0,1169216.0,781912.0,1169216.0
491,1120357.0,726579.0,1120357.0,1152973.0,727331.0,1152973.0,1167457.0,733555.0,1167457.0
492,1162410.0,731940.0,1162410.0,1283948.0,719095.0,1283948.0,1373957.0,725490.0,1373957.0
493,1196975.0,759972.0,1196975.0,1346402.0,770240.0,1346402.0,1345169.0,760388.0,1345169.0
494,1125529.0,781864.0,1125529.0,1117007.0,764407.0,1117007.0,1205398.0,766964.0,1205398.0
495,1130461.0,757213.0,1130461.0,1238194.0,749210.0,1238194.0,1134621.0,747247.0,1134621.0
496,1088045.0,782716.0,1088045.0,1118624.0,779992.0,1118624.0,1211462.0,785805.0,1211462.0
497,1092911.0,772484.0,1092911.0,1292751.0,740463.0,1292751.0,1215070.0,771468.0,1215070.0
498,1147149.0,759732.0,1147149.0,1368183.0,747781.0,1368183.0,1188554.0,748861.0,1188554.0
499,1161271.0,752408.0,1161271.0,1272978.0,737217.0,1272978.0,1274147.0,741161.0,1274147.0
