,jiter_rate,dag_count,core_num,dag_set_id,fifo,self_s,self_d,self_opt,self_s_impro,self_d_impro,self_opt_impro,S_D_impro,S_opt_impro
10041,0.5,6.0,6.0,40.0,736068.7876789039,666585.7876789039,691983.7876789039,638416.7876789039,9.43974274729207,5.989250018196839,13.266694857138656,-3.8101622430981505,4.225862675243397
10042,0.5,6.0,6.0,41.0,735001.7029019034,732166.2459276386,732166.2459276386,732166.2459276386,0.3857755652905268,0.3857755652905268,0.3857755652905268,0.0,0.0
10043,0.5,6.0,6.0,42.0,621480.0470032898,602148.0470032898,604552.0470032898,587400.0470032898,3.1106388842597332,2.723820351373307,5.483683694163651,-0.3992373656219574,2.449231559148348
10044,0.5,6.0,6.0,43.0,723289.319548196,735122.319548196,779320.319548196,648060.319548196,-1.6359981656291434,-7.74669257317388,10.400955463712906,-6.012332753978135,11.843199109164315
10045,0.5,6.0,6.0,44.0,778769.10048398,731708.7262238575,770247.10048398,699370.10048398,6.0429175003060625,1.0942909772233966,10.19544816950956,-5.266901005678616,4.4196036730036
10046,0.5,6.0,6.0,45.0,615512.1739907921,634900.1739907921,621626.7660148779,613640.1739907921,-3.149897080718023,-0.9934152860764185,0.3041369576595904,2.0906291287465755,3.348557910508358
10047,0.5,6.0,6.0,46.0,623802.2174767058,623802.2174767058,623802.2174767058,623802.2174767058,0.0,0.0,0.0,0.0,0.0
10048,0.5,6.0,6.0,47.0,739250.6898527703,744128.6898527703,693684.6898527703,671778.6898527703,-0.6598573483876634,6.163808925098867,9.127079747932028,6.778934972925262,9.722780613970793
10049,0.5,6.0,6.0,48.0,808786.2198245197,887797.4003131178,810238.2198245197,777139.2198245197,-9.769105673652664,-0.1795282813195107,3.912900495122972,8.736135120607885,12.464350588272726
10050,0.5,6.0,6.0,49.0,904502.6414331093,866360.6414331093,903260.9048681523,747309.4842064342,4.21690310816198,0.13728390698666465,17.37896054981283,-4.259226662698304,13.74152420287053
10051,0.5,6.0,6.0,50.0,662678.760244536,614629.7976746336,660973.760244536,614629.7976746336,7.250717157763107,0.25728906708445515,7.250717157763107,-7.540142496383735,0.0
10052,0.5,6.0,6.0,51.0,817816.0204826957,809740.0204826957,822699.5410491582,743059.5410491582,0.9875081678191313,-0.5971417096451793,9.140989851166562,-1.6004544963378757,8.234801015983924
10053,0.5,6.0,6.0,52.0,548901.4752182838,530461.4752182838,555265.4752182838,509547.4752182838,3.3594371362669215,-1.1594066125381068,7.169592682247745,-4.67592863172452,3.9426048784021366
10054,0.5,6.0,6.0,53.0,657454.1047626939,665679.1047626939,645120.8239414162,618634.1047626939,-1.2510378960929585,1.8759150991580325,5.904594665815033,3.088316979486146,7.067218974339137
10055,0.5,6.0,6.0,54.0,775319.0469508393,718445.0469508393,804359.1576157047,651471.0469508393,7.335560789287072,-3.745569102045638,15.973811102289718,-11.95834128573847,9.322076933266517
10056,0.5,6.0,6.0,55.0,750406.8705223184,741000.8705223184,725659.019328434,717534.019328434,1.253453342378513,3.2979243882267126,4.380670338346361,2.0704228300123573,3.166912769932783
10057,0.5,6.0,6.0,56.0,671914.6955959566,671914.6955959566,671914.6955959566,671914.6955959566,0.0,0.0,0.0,0.0,0.0
10058,0.5,6.0,6.0,57.0,711717.2096379289,664306.5438569505,711717.2096379289,651672.5350323729,6.661447150490792,0.0,8.436591639550546,-7.136865686391258,1.9018341669833256
10059,0.5,6.0,6.0,58.0,651756.4341771571,601235.6288639033,601235.6288639033,605088.4341771571,7.751485472795727,7.751485472795727,7.1603435812518486,0.0,-0.6408145373111117
10060,0.5,6.0,6.0,59.0,775258.6442881003,742055.1440573263,900458.1044552044,729012.1440573263,4.282893260901845,-16.1493794476902,5.965299525713899,-21.346521436638817,1.7576860836359063
10061,0.5,6.0,6.0,60.0,847178.9553519264,805095.0195174896,846403.0195174896,798280.9553519264,4.967537917293368,0.09159054642881946,5.771861976869727,-5.130822946185502,0.8463676957841595
10062,0.5,6.0,6.0,61.0,829561.8530338405,832401.8530338405,849172.8902248775,749387.8530338405,-0.3423493968067197,-2.3640235046146674,9.664619908303504,-2.014776532501924,9.972827390693608
10063,0.5,6.0,6.0,62.0,590973.5597121317,537307.5597121317,586665.5597121317,537307.5597121317,9.080947720595345,0.7289666228212416,9.080947720595345,-9.186172632010626,0.0
10064,0.5,6.0,6.0,63.0,594353.6692053447,589847.7307616886,610690.0116415408,536998.0116415408,0.7581241064231451,-2.7485894817538283,9.65008891767908,-3.5335019180183953,8.959891911748356
10065,0.5,6.0,6.0,64.0,687967.3140848901,652918.5065461483,666281.3140848901,645134.8031820654,5.094545456038478,3.1521846395923556,6.225951440701656,-2.0466271678266863,1.1921401041697703
10066,0.5,6.0,6.0,65.0,947606.6528122101,863726.376053436,936862.2493035758,820743.6528122101,8.851803278274048,1.1338463566869401,13.387727874588993,-8.46748174859664,4.976428233860791
10067,0.5,6.0,6.0,66.0,680497.4389083881,699054.4836963228,686796.4070269149,680497.4389083881,-2.7269823113078417,-0.9256417083113722,0.0,1.753522358456532,2.654592055516523
10068,0.5,6.0,6.0,67.0,704653.5183184209,700885.4470574117,707765.5183184209,681651.2203973401,0.5347409986685789,-0.4416354873848427,3.264341598119486,-0.9816256408082666,2.7442753649436225
10069,0.5,6.0,6.0,68.0,607661.7291494774,598113.7077732477,598113.7077732477,598113.7077732477,1.5712724560741604,1.5712724560741604,1.5712724560741604,0.0,0.0
10070,0.5,6.0,6.0,69.0,657513.130120293,657728.3121729112,657513.130120293,657513.130120293,-0.032726654839405865,0.0,0.0,0.03271594800402515,0.03271594800402515
10071,0.5,6.0,6.0,70.0,731101.7709710012,716878.7271886207,719891.1017547548,716878.7271886207,1.945425978587142,1.5333937984252435,1.945425978587142,-0.42020699623040536,0.0
10072,0.5,6.0,6.0,71.0,720295.7761434315,710613.7761434315,710613.7761434315,707001.4288897649,1.3441700369032896,1.3441700369032896,1.8456789132995448,0.0,0.5083418553002392
10073,0.5,6.0,6.0,72.0,937172.4799529435,872278.4799529435,905326.4799529435,862888.0723012341,6.924445754452628,3.398093806766394,7.926439288469002,-3.7886983067360354,1.0765378107477757
10074,0.5,6.0,6.0,73.0,690093.969663746,690093.969663746,690093.969663746,690093.969663746,0.0,0.0,0.0,0.0,0.0
10075,0.5,6.0,6.0,74.0,714870.5417648565,714870.5417648565,714870.5417648565,652859.7524874294,0.0,0.0,8.67440825360299,0.0,8.67440825360299
10076,0.5,6.0,6.0,75.0,648785.9087171375,649723.8079998659,648785.9087171375,633619.8079998659,-0.14456221538209058,0.0,2.3376125334257076,0.1443535347143252,2.478591641820108
10077,0.5,6.0,6.0,76.0,873263.5907955237,773041.4790249742,814548.4790249742,745605.4790249742,11.476730832124748,6.723641336868447,14.618508445343044,-5.369310848927818,3.5490980425273717
10078,0.5,6.0,6.0,77.0,664879.4630130932,664879.4630130932,661984.7274177382,639773.7274177382,0.0,0.4353775016958282,3.775983015264324,0.4353775016958282,3.775983015264324
10079,0.5,6.0,6.0,78.0,865946.1709566935,801126.1709566935,842241.6634238466,800781.6634238466,7.485453735350219,2.7374112072876593,7.5252376785560955,-5.132211873449794,0.04300290582636629
10080,0.5,6.0,6.0,79.0,499594.15458158246,499594.15458158246,499594.15458158246,499594.15458158246,0.0,0.0,0.0,0.0,0.0
10081,0.5,6.0,6.0,80.0,949675.5099490609,791895.6239899453,959416.5099490609,785085.6239899453,16.61408389562227,-1.0257187742497953,17.33117093521175,-21.1544149107765,0.8599618174031565
10082,0.5,6.0,6.0,81.0,686018.3201914132,670519.2683509642,686775.3201914132,675183.3201914132,2.259276667148544,-0.11034690732293877,1.5794038848666334,-2.424397419693571,-0.6955880405822611
10083,0.5,6.0,6.0,82.0,666910.539806023,666910.539806023,666910.539806023,666910.539806023,0.0,0.0,0.0,0.0,0.0
10084,0.5,6.0,6.0,83.0,631943.051379254,620624.1963259616,626146.051379254,620624.1963259616,1.7911194732797944,0.9173294946985645,1.7911194732797944,-0.8897260348502735,0.0
10085,0.5,6.0,6.0,84.0,754604.2481861248,739038.2481861248,737612.0299139129,704998.2481861248,2.06280312328173,2.2518052758193314,6.573776932642522,0.19298301213941665,4.605986237322201
10086,0.5,6.0,6.0,85.0,756082.0365189537,763277.4269337588,773307.0703754846,745354.2352333775,-0.9516679496755454,-2.2781964158064087,1.4188673672195178,-1.3140233272739372,2.348188360866683
10087,0.5,6.0,6.0,86.0,786978.9038416287,785259.3534169453,823319.9038416287,751133.9038416287,0.21850019311691932,-4.617785791029698,4.554759959259776,-4.846876418481137,4.345755249755962
