,LP1_c1_surpass_rade,LP1_makespan,LP1_makespan_c1,LP1_makespan_c2,LP1_workload_rade,LP2_c1_surpass_rade,LP2_makespan,LP2_makespan_c1,LP2_makespan_c2,LP2_workload_rade,LP3_c1_surpass_rade,LP3_makespan,LP3_makespan_c1,LP3_makespan_c2,LP3_workload_rade,LP4_c1_surpass_rade,LP4_makespan,LP4_makespan_c1,LP4_makespan_c2,LP4_workload_rade,NP_c1_surpass_rade,NP_makespan_c1,NP_makespan_c2,NP_workload_rade,P_c1_surpass_rade,P_makespan,P_makespan_c1,P_makespan_c2,P_workload_rade
new_47,0.0,706278.0,490490.0,706278.0,91.32767895708844,0.0,706278.0,490490.0,706278.0,91.32767895708844,0.0,706278.0,490490.0,706278.0,91.32767895708844,0.0,706278.0,490490.0,706278.0,91.93805157704703,0.0,490490.0,706278.0,91.32767895708844,0.0,742670.0,490490.0,742670.0,89.01602763140514
new_48,0.0,780978.0,586498.0,780978.0,99.99992225331656,0.0,780978.0,586498.0,780978.0,99.99992225331656,0.0,780978.0,586498.0,780978.0,99.99992225331656,0.0,780978.0,586498.0,780978.0,99.99992225331656,0.0,586498.0,780978.0,99.99992225331656,0.0,780978.0,586498.0,780978.0,99.99992225331656
new_49,7.048527874593183,731038.0,606538.0,731038.0,99.99993306821654,0.0,751542.0,563786.0,751542.0,96.91076396180476,0.0,751542.0,563786.0,751542.0,96.91076396180476,7.048527874593183,727670.0,606538.0,727670.0,99.99993306821654,7.521791477621292,609642.0,685338.0,99.99993306821654,0.0,751542.0,563786.0,751542.0,96.91076396180476
new_50,0.0,687194.0,390266.0,687194.0,90.0681271093726,0.0,687194.0,390266.0,687194.0,90.0681271093726,0.0,687194.0,390266.0,687194.0,90.0681271093726,0.0,687194.0,390266.0,687194.0,90.0681271093726,0.0,390266.0,687194.0,90.0681271093726,0.0,687194.0,390266.0,687194.0,90.0681271093726
new_51,0.3458033156844023,661618.0,576050.0,661618.0,84.86551984638777,0.0,663610.0,574058.0,663610.0,84.80538016358317,0.0,663610.0,574058.0,663610.0,84.80538016358317,0.3458033156844023,661618.0,576050.0,661618.0,84.86551984638777,0.3458033156844023,576050.0,661618.0,84.86551984638777,0.0,700002.0,574058.0,700002.0,82.5167045092976
new_52,0.0,574058.0,574058.0,546006.0,99.99991931716504,0.0,574838.0,574058.0,574838.0,99.99991931716504,0.0,574838.0,574058.0,574838.0,99.99991931716504,0.0,574058.0,574058.0,573166.0,99.99991931716504,0.0,574058.0,546006.0,99.99991931716504,0.0,574838.0,574058.0,574838.0,99.99991931716504
new_53,0.0,826194.0,549658.0,826194.0,94.05899654389953,8.710152100474671,784994.0,602102.0,784994.0,96.13286645260608,3.164099799513053,817130.0,567618.0,817130.0,94.38850208512056,3.164099799513053,826194.0,567618.0,826194.0,94.32259997147034,11.63310386516146,622018.0,797214.0,97.83008124657276,0.0,826194.0,549658.0,826194.0,94.05899654389953
new_54,0.0,891914.0,552138.0,891914.0,95.60963554529498,0.0,904134.0,552138.0,904134.0,96.15367942415568,0.0,940526.0,552138.0,940526.0,94.26111209361515,0.0,891915.0,552138.0,891915.0,95.6355744401784,4.380760398591008,577434.0,904134.0,95.156461011605,0.0,891914.0,552138.0,891914.0,95.60963554529498
new_55,0.0,503466.0,503466.0,186846.0,74.73050727618909,0.0,503466.0,503466.0,186846.0,74.73050727618909,0.0,503466.0,503466.0,186846.0,74.73050727618909,0.0,503466.0,503466.0,186846.0,74.73050727618909,0.0,503466.0,186846.0,74.73050727618909,0.0,503466.0,503466.0,186846.0,74.73050727618909
new_56,0.0,599486.0,535602.0,599486.0,93.03681367819782,0.0,599486.0,535602.0,599486.0,93.60525907391062,0.0,599486.0,535602.0,599486.0,93.60525907391062,0.0,599486.0,535602.0,599486.0,93.60525907391062,12.764141570435038,613970.0,503970.0,92.62349155666728,0.0,599486.0,535602.0,599486.0,93.60525907391062
new_57,0.0,770067.0,586498.0,770067.0,91.36309549104604,0.0,770067.0,586498.0,770067.0,91.36309549104604,0.0,770067.0,586498.0,770067.0,91.36309549104604,0.0,770067.0,586498.0,770067.0,91.36309549104604,0.0,586498.0,770067.0,91.36309549104604,0.0,770067.0,586498.0,770067.0,91.36309549104604
new_58,0.0,660818.0,490490.0,660818.0,99.02946399985689,0.0,686050.0,490490.0,686050.0,98.48869841884002,0.0,686050.0,490490.0,686050.0,98.48869841884002,0.0,660818.0,490490.0,660818.0,99.02946399985689,0.0,490490.0,660818.0,99.02946399985689,0.0,686050.0,490490.0,686050.0,92.15298307154222
new_59,0.0,680978.0,406658.0,680978.0,92.6268342629406,0.0,680978.0,406658.0,680978.0,91.79084660954568,0.0,680978.0,406658.0,680978.0,91.79084660954568,0.0,680978.0,406658.0,680978.0,92.6268342629406,0.0,406658.0,680978.0,92.6268342629406,0.0,680978.0,406658.0,680978.0,90.92806588452446
new_60,0.0,781394.0,586498.0,781394.0,96.3863397392959,0.0,801962.0,586498.0,801962.0,95.25331616530462,0.0,801962.0,586498.0,801962.0,95.25331616530462,0.0,781394.0,586498.0,781394.0,96.3863397392959,0.0,586498.0,781394.0,96.3863397392959,0.0,781618.0,586498.0,781618.0,94.47085291543726
new_61,0.0,826499.0,490490.0,826499.0,94.10188613726764,0.0,826498.0,490490.0,826498.0,94.10188613726764,0.0,826498.0,490490.0,826498.0,94.10188613726764,0.0,826499.0,490490.0,826499.0,94.10188613726764,0.0,490490.0,826499.0,94.10188613726764,0.0,786498.0,490490.0,786498.0,92.77829934515516
new_62,4.586445415780149,1147246.0,673986.0,1147246.0,97.50245611472286,0.0,1049934.0,643074.0,1049934.0,96.82820337154666,0.0,1049934.0,643074.0,1049934.0,96.82820337154666,4.586445415780149,1147246.0,673986.0,1147246.0,97.50245611472286,4.586445415780149,673986.0,1147246.0,97.50245611472286,0.0,1049934.0,643074.0,1049934.0,96.82820337154666
new_63,0.0,711542.0,586050.0,711542.0,94.43728029906283,0.0,711542.0,586050.0,711542.0,94.51983361253146,0.0,711542.0,586050.0,711542.0,94.51983361253146,0.0,711542.0,586050.0,711542.0,94.31504177371096,5.846649165705399,622442.0,684458.0,95.2536234168166,0.0,711542.0,586050.0,711542.0,94.51983361253146
new_64,0.0,780978.0,574058.0,780978.0,98.79358736846406,0.0,838310.0,574058.0,838310.0,97.41354605857026,0.0,838310.0,574058.0,838310.0,97.41354605857026,0.0,780978.0,574058.0,780978.0,98.79358736846406,0.0,574058.0,780978.0,98.79358736846406,0.0,838310.0,574058.0,838310.0,97.41354605857026
new_65,0.0,552078.0,390490.0,552078.0,90.0261467025762,0.0,552078.0,390490.0,552078.0,90.0261467025762,0.0,552078.0,390490.0,552078.0,90.0261467025762,0.0,552078.0,390490.0,552078.0,90.0261467025762,0.0,390490.0,552078.0,90.0261467025762,0.0,552078.0,390490.0,552078.0,90.0261467025762
new_66,0.0,718718.0,490490.0,718718.0,99.82059345393424,0.0,813198.0,490490.0,813198.0,99.99992813360824,0.0,813198.0,490490.0,813198.0,99.99992813360824,0.0,813198.0,490490.0,813198.0,99.99992813360824,3.1911072163076475,506658.0,813198.0,99.99992813360824,0.0,718718.0,490490.0,718718.0,99.82059345393424
new_67,0.0,599699.0,486498.0,599699.0,90.55889225986594,0.0,599699.0,486498.0,599699.0,89.17280952842194,0.0,599699.0,486498.0,599699.0,89.17280952842194,0.0,599699.0,486498.0,599699.0,90.55889225986594,0.0,486498.0,599699.0,90.55889225986594,0.0,599699.0,486498.0,599699.0,89.17280952842194
new_68,0.0,738310.0,574058.0,738310.0,99.26434926481028,0.0,738310.0,574058.0,738310.0,99.26434926481028,0.0,738310.0,574058.0,738310.0,99.26434926481028,0.0,771914.0,574058.0,771914.0,99.95348444235646,14.835518605223882,674058.0,788082.0,99.90579293851188,0.0,738310.0,574058.0,738310.0,99.26434926481028
new_69,2.542463707488756,904882.0,578494.0,904882.0,98.21678290184629,0.0,904882.0,563786.0,904882.0,98.0818050278574,0.0,904882.0,563786.0,904882.0,98.0818050278574,3.095253646479682,872746.0,581794.0,872746.0,99.0839727500785,3.095253646479682,581794.0,872746.0,99.0839727500785,0.0,904882.0,563786.0,904882.0,98.0818050278574
new_70,0.0,742990.0,519858.0,742990.0,98.23170280837336,0.0,742990.0,519858.0,742990.0,98.23170280837336,0.0,742990.0,519858.0,742990.0,98.23170280837336,0.0,742990.0,519858.0,742990.0,98.23170280837336,18.249752323442,635910.0,580978.0,99.41478200170292,0.0,742990.0,519858.0,742990.0,98.23170280837336
new_71,0.0,720447.0,574402.0,720447.0,99.99992764272292,0.0,712414.0,574402.0,712414.0,99.97815286052844,0.0,712414.0,574402.0,712414.0,99.97815286052844,0.0,725738.0,574402.0,725738.0,99.99992764272292,0.0,574402.0,731610.0,99.99992764272292,0.0,712414.0,574402.0,712414.0,99.97815286052844
new_72,1.929308761110599,1084646.0,585702.0,1084646.0,99.66844555126148,0.0,1084646.0,574402.0,1084646.0,99.560309518381,0.0,1084646.0,574402.0,1084646.0,99.560309518381,0.0,1027270.0,574402.0,1027270.0,99.89110762882466,1.929308761110599,585702.0,1084646.0,99.66844555126148,0.0,1067474.0,574402.0,1067474.0,99.44815104673256
new_73,0.676048705312537,880978.0,590490.0,880978.0,99.99993331003633,0.0,780978.0,586498.0,780978.0,97.29361725872852,0.0,780978.0,586498.0,780978.0,97.29361725872852,0.676048705312537,880978.0,590490.0,880978.0,99.99993331003633,0.676048705312537,590490.0,880978.0,99.99993331003633,0.0,780978.0,586498.0,780978.0,97.29361725872852
new_74,3.933623449212439,797978.0,597922.0,797978.0,99.98239281176184,0.0,785254.0,574402.0,785254.0,99.99992551826254,0.0,785254.0,574402.0,785254.0,99.99992551826254,1.929308761110599,788082.0,585702.0,788082.0,99.99992551826254,5.9581462817250985,610794.0,828022.0,99.99992551826254,0.0,785254.0,574402.0,785254.0,99.99992551826254
new_75,0.0,549814.0,113706.0,549814.0,79.81840397028803,0.0,549814.0,113706.0,549814.0,79.81840397028803,0.0,549814.0,113706.0,549814.0,79.81840397028803,0.0,549814.0,113706.0,549814.0,79.81840397028803,0.0,113706.0,549814.0,79.81840397028803,0.0,549814.0,113706.0,549814.0,79.81840397028803
