,LP1_c1_surpass_rade,LP1_makespan,LP1_makespan_c1,LP1_makespan_c2,LP1_workload_rade,LP2_c1_surpass_rade,LP2_makespan,LP2_makespan_c1,LP2_makespan_c2,LP2_workload_rade,LP3_c1_surpass_rade,LP3_makespan,LP3_makespan_c1,LP3_makespan_c2,LP3_workload_rade,LP4_c1_surpass_rade,LP4_makespan,LP4_makespan_c1,LP4_makespan_c2,LP4_workload_rade,NP_c1_surpass_rade,NP_makespan_c1,NP_makespan_c2,NP_workload_rade,P_c1_surpass_rade,P_makespan,P_makespan_c1,P_makespan_c2,P_workload_rade
new_19,4.152132770938648,925982.0,559038.0,925982.0,99.40027385092706,0.0,895126.0,535826.0,895126.0,99.3177304229478,0.0,895126.0,535826.0,895126.0,99.3177304229478,0.0,904050.0,535826.0,904050.0,99.81968069282964,5.089291091437904,564558.0,926314.0,99.43533848004232,0.0,883826.0,535826.0,883826.0,99.2620805660455
new_20,0.0,1099602.0,606538.0,1099602.0,95.3237516922565,2.9921023085313623,1095346.0,625246.0,1095346.0,95.34211060983452,2.9921023085313623,1095346.0,625246.0,1095346.0,95.34211060983452,1.828958400098408,1095530.0,617838.0,1095530.0,98.09958146850772,7.233640342961669,653834.0,1095346.0,95.43573388537436,0.0,1091538.0,606538.0,1091538.0,95.635362688715
new_21,5.381877784912028,1095186.0,619858.0,1095186.0,99.21940798587572,0.0,1010162.0,586498.0,1010162.0,95.12430098210828,0.0,1010162.0,586498.0,1010162.0,95.12430098210828,5.381877784912028,1095186.0,619858.0,1095186.0,99.21940798587572,12.267879313697629,668510.0,1147934.0,95.18285257958809,0.0,1010162.0,586498.0,1010162.0,95.12430098210828
new_22,6.281351343056583,729051.0,586498.0,729051.0,97.46100806190962,0.0,733378.0,549658.0,733378.0,95.37572976389842,0.0,733378.0,549658.0,733378.0,95.37572976389842,6.281351343056583,729051.0,586498.0,729051.0,97.46100806190962,6.281351343056583,586498.0,729206.0,97.40596732497907,0.0,733378.0,549658.0,733378.0,95.37572976389842
new_23,2.047460097560305,864146.0,581794.0,864146.0,99.99989916417182,0.0,852054.0,569882.0,852054.0,99.99989916417182,0.0,852054.0,569882.0,852054.0,99.99989916417182,0.0,864146.0,569882.0,864146.0,99.99989916417182,2.047460097560305,581794.0,864146.0,99.99989916417182,0.0,852054.0,569882.0,852054.0,99.99989916417182
new_24,4.074145059277716,702666.0,511322.0,702666.0,99.99989171428204,0.0,715494.0,490490.0,715494.0,99.95064357069477,0.0,715494.0,490490.0,715494.0,99.95064357069477,3.1911072163076475,702438.0,506658.0,702438.0,99.99989171428204,4.850492925232883,515494.0,702666.0,99.99989171428204,0.0,742930.0,490490.0,742930.0,98.848773724635
new_25,3.392694263721395,767034.0,594218.0,767034.0,99.99989602819186,0.0,817858.0,574058.0,817858.0,99.99989602819186,0.0,817858.0,574058.0,817858.0,99.99989602819186,3.392694263721395,848086.0,594218.0,848086.0,99.99989602819186,8.49769673398473,627370.0,690226.0,99.99989602819186,0.0,806558.0,574058.0,806558.0,99.99989602819186
new_26,3.1605258066172026,586499.0,506498.0,586499.0,99.79892543077062,0.0,586498.0,490490.0,586498.0,99.79892543077062,0.0,586498.0,490490.0,586498.0,99.79892543077062,3.1605258066172026,586498.0,506498.0,586498.0,99.79892543077062,7.00165712963911,527418.0,586499.0,99.79892543077062,0.0,586498.0,490490.0,586498.0,99.79892543077062
new_27,0.6905976991609722,774058.0,578050.0,774058.0,99.989087371014,0.0,793610.0,574058.0,793610.0,96.4356473296326,0.0,793610.0,574058.0,793610.0,96.4356473296326,0.6905976991609722,770067.0,578050.0,770067.0,99.9363527147428,0.6905976991609722,578050.0,774058.0,99.989087371014,0.0,793610.0,574058.0,793610.0,96.4356473296326
new_28,0.0,861618.0,661618.0,861618.0,98.31608991845367,0.0,861618.0,661618.0,861618.0,98.31608991845367,0.0,861618.0,661618.0,861618.0,98.31608991845367,0.0,861618.0,661618.0,861618.0,98.93912443821587,0.0,661618.0,861618.0,98.31608991845367,0.0,861618.0,661618.0,861618.0,97.41235727736985
